tipo,data,submercado,GWhDia,GWhAcMes,GWhAcAno,MWhDia,MWhAcMes,MWhAcAno
Termica,2017-04-06,Sistema Interligado Nacional,"294,54","1.724,76","23.094,48",,,
Termica,2017-04-07,Norte,"12,04","98,81","2.066,18",,,
Termica,2017-04-07,Nordeste,"51,34","420,42","6.453,13",,,
Termica,2017-04-07,Sul,"32,22","213,73","2.025,82",,,
Termica,2017-04-07,Sudeste/Centro-Oeste,"197,56","1.284,96","12.842,50",,,
Termica,2017-04-07,Sistema Interligado Nacional,"293,15","2.017,92","23.387,63",,,
Termica,2017-04-08,Norte,"12,53","111,34","2.078,71",,,
Termica,2017-04-08,Nordeste,"50,05","470,47","6.503,19",,,
Termica,2017-04-08,Sul,"24,98","238,71","2.050,79",,,
Termica,2017-04-08,Sudeste/Centro-Oeste,"194,67","1.479,63","13.037,16",,,
Termica,2017-04-08,Sistema Interligado Nacional,"282,23","2.300,14","23.669,86",,,
Termica,2017-04-09,Norte,"14,44","125,78","2.093,15",,,
Termica,2017-04-09,Nordeste,"48,41","518,88","6.551,59",,,
Termica,2017-04-09,Sul,"26,94","265,65","2.077,73",,,
Termica,2017-04-09,Sudeste/Centro-Oeste,"170,48","1.650,11","13.207,64",,,
Termica,2017-04-09,Sistema Interligado Nacional,"260,26","2.560,41","23.930,12",,,
Termica,2017-04-10,Norte,"14,03","139,81","2.107,19",,,
Termica,2017-04-10,Nordeste,"60,66","579,53","6.612,25",,,
Termica,2017-04-10,Sul,"31,29","296,94","2.109,02",,,
Termica,2017-04-10,Sudeste/Centro-Oeste,"190,27","1.840,38","13.397,91",,,
Termica,2017-04-10,Sistema Interligado Nacional,"296,25","2.856,66","24.226,37",,,
Termica,2017-04-11,Norte,"14,17","153,98","2.121,36",,,
Termica,2017-04-11,Nordeste,"89,33","668,87","6.701,58",,,
Termica,2017-04-11,Sul,"32,97","329,91","2.141,99",,,
Termica,2017-04-11,Sudeste/Centro-Oeste,"199,66","2.040,04","13.611,49",,,
Termica,2017-04-11,Sistema Interligado Nacional,"336,13","3.192,79","24.576,42",,,
Termica,2017-04-12,Norte,"13,23","167,21","2.134,59",,,
Termica,2017-04-12,Nordeste,"88,19","757,05","6.789,77",,,
