data,submercado,GWhDia,GWhAcMes,GWhAcAno,MWhDia,MWhAcMes,MWhAcAno 
2012-09-29,S,208,6.621,65.135,,,
2012-09-29,NE,204,6.112,56.672,,,
2012-09-29,N,97,2.881,26.625,,,
2012-09-29,SIN,1.299,40.440,381.478,,,
2012-09-30,SE/CO,712,25.539,233.758,,,
2012-09-30,S,175,6.797,65.310,,,
2012-09-30,NE,184,6.296,56.857,,,
2012-09-30,N,94,2.974,26.719,,,
2012-09-30,SIN,1.166,41.606,382.644,,,
2012-10-01,SE/CO,859,859,234.616,,,
2012-10-01,S,235,235,65.546,,,
2012-10-01,NE,211,211,57.067,,,
2012-10-01,N,100,100,26.819,,,
2012-10-01,SIN,1.404,1.404,384.048,,,
2012-10-02,SE/CO,902,1.761,235.519,,,
2012-10-02,S,246,482,65.792,,,
2012-10-02,NE,214,425,57.281,,,
2012-10-02,N,102,202,26.920,,,
2012-10-02,SIN,1.464,2.869,385.513,,,
2012-10-03,SE/CO,934,2.695,236.453,,,
2012-10-03,S,247,729,66.039,,,
2012-10-03,NE,215,640,57.497,,,
2012-10-03,N,102,304,27.022,,,
2012-10-03,SIN,1.499,4.368,387.012,,,
2012-10-04,SE/CO,937,3.632,237.390,,,
2012-10-04,S,246,975,66.285,,,
2012-10-04,NE,216,856,57.713,,,
2012-10-04,N,99,402,27.121,,,
2012-10-04,SIN,1.498,5.866,388.510,,,
2012-10-05,SE/CO,928,4.560,238.318,,,
2012-10-05,S,247,1.222,66.532,,,
2012-10-05,NE,214,1.070,57.927,,,
2012-10-05,N,100,503,27.222,,,
2012-10-05,SIN,1.489,7.355,389.999,,,
2012-10-06,SE/CO,853,5.412,239.170,,,
2012-10-06,S,217,1.438,66.749,,,
2012-10-06,NE,202,1.273,58.129,,,
2012-10-06,N,99,601,27.320,,,
2012-10-06,SIN,1.370,8.725,391.369,,,
2012-10-07,SE/CO,749,6.161,239.919,,,
2012-10-07,S,181,1.620,66.930,,,
2012-10-07,NE,178,1.450,58.307,,,
2012-10-07,N,93,694,27.413,,,
2012-10-07,SIN,1.201,9.925,392.569,,,
2012-10-08,SE/CO,916,7.077,240.835,,,
2012-10-08,S,248,1.868,67.179,,,
2012-10-08,NE,207,1.657,58.514,,,
2012-10-08,N,101,795,27.514,,,
2012-10-08,SIN,1.472,11.397,394.041,,,
2012-10-09,SE/CO,938,8.015,241.773,,,
2012-10-09,S,261,2.129,67.439,,,
2012-10-09,NE,214,1.871,58.728,,,
2012-10-09,N,102,897,27.616,,,
2012-10-09,SIN,1.514,12.912,395.556,,,
2012-10-10,SE/CO,951,8.966,242.724,,,
2012-10-10,S,252,2.381,67.691,,,
2012-10-10,NE,215,2.086,58.943,,,
2012-10-10,N,100,997,27.716,,,
2012-10-10,SIN,1.518,14.430,397.074,,,
2012-10-11,SE/CO,933,9.898,243.656,,,
2012-10-11,S,242,2.622,67.933,,,
2012-10-11,NE,221,2.307,59.163,,,
2012-10-11,N,98,1.095,27.814,,,
2012-10-11,SIN,1.493,15.923,398.567,,,
2012-10-12,SE/CO,782,10.681,244.439,,,
2012-10-12,S,185,2.808,68.118,,,
2012-10-12,NE,201,2.507,59.364,,,
2012-10-12,N,95,1.191,27.910,,,
2012-10-12,SIN,1.264,17.187,399.831,,,
2012-10-13,SE/CO,771,11.451,245.209,,,
2012-10-13,S,186,2.994,68.304,,,
2012-10-13,NE,203,2.710,59.567,,,
2012-10-13,N,97,1.288,28.006,,,
2012-10-13,SIN,1.256,18.443,401.087,,,
2012-10-14,SE/CO,708,12.160,245.918,,,
2012-10-14,S,167,3.161,68.472,,,
2012-10-14,NE,185,2.895,59.752,,,
2012-10-14,N,93,1.381,28.100,,,
2012-10-14,SIN,1.154,19.597,402.241,,,
2012-10-15,SE/CO,840,13.000,246.758,,,
2012-10-15,S,232,3.393,68.704,,,
2012-10-15,NE,209,3.104,59.961,,,
2012-10-15,N,100,1.481,28.199,,,
2012-10-15,SIN,1.381,20.978,403.622,,,
2012-10-16,SE/CO,888,13.888,247.646,,,
2012-10-16,S,248,3.641,68.951,,,
2012-10-16,NE,221,3.324,60.181,,,
2012-10-16,N,100,1.581,28.299,,,
2012-10-16,SIN,1.456,22.434,405.078,,,
2012-10-17,SE/CO,899,14.787,248.547,,,
2012-10-17,S,251,3.892,69.203,,,
2012-10-17,NE,222,3.546,60.404,,,
2012-10-17,N,100,1.681,28.399,,,
2012-10-17,SIN,1.472,23.906,406.553,,,
2012-10-18,SE/CO,907,15.694,249.454,,,
2012-10-18,S,255,4.147,69.458,,,
2012-10-18,NE,221,3.768,60.625,,,
2012-10-18,N,101,1.782,28.500,,,
2012-10-18,SIN,1.484,25.390,408.038,,,
2012-10-19,SE/CO,899,16.593,250.353,,,
2012-10-19,S,253,4.400,69.711,,,
2012-10-19,NE,220,3.988,60.846,,,
2012-10-19,N,102,1.884,28.602,,,
2012-10-19,SIN,1.474,26.864,409.512,,,
2012-10-20,SE/CO,828,17.421,251.181,,,
2012-10-20,S,222,4.622,69.933,,,
2012-10-20,NE,209,4.197,61.054,,,
2012-10-20,N,98,1.982,28.700,,,
2012-10-20,SIN,1.356,28.220,410.868,,,
2012-10-21,SE/CO,718,18.169,251.930,,,
2012-10-21,S,177,4.807,70.118,,,
2012-10-21,NE,181,4.386,61.243,,,
2012-10-21,N,91,2.076,28.795,,,
2012-10-21,SIN,1.167,29.438,412.086,,,
2012-10-22,SE/CO,909,19.078,252.839,,,
2012-10-22,S,245,5.051,70.362,,,
2012-10-22,NE,216,4.601,61.459,,,
2012-10-22,N,100,2.176,28.895,,,
2012-10-22,SIN,1.470,30.907,413.555,,,
2012-10-23,SE/CO,937,20.015,253.775,,,
2012-10-23,S,239,5.291,70.602,,,
2012-10-23,NE,227,4.828,61.686,,,
2012-10-23,N,101,2.277,28.996,,,
2012-10-23,SIN,1.503,32.411,415.059,,,
2012-10-24,SE/CO,936,20.952,254.712,,,
2012-10-24,S,239,5.529,70.840,,,
2012-10-24,NE,227,5.056,61.913,,,
2012-10-24,N,101,2.378,29.097,,,
2012-10-24,SIN,1.503,33.914,416.562,,,
2012-10-25,SE/CO,940,21.892,255.652,,,
2012-10-25,S,249,5.778,71.089,,,
2012-10-25,NE,226,5.281,62.139,,,
2012-10-25,N,102,2.479,29.198,,,
2012-10-25,SIN,1.516,35.430,418.078,,,
2012-10-26,SE/CO,939,22.830,256.590,,,
2012-10-26,S,253,6.031,71.342,,,
2012-10-26,NE,181,5.463,62.320,,,
2012-10-26,N,92,2.571,29.290,,,
2012-10-26,SIN,1.464,36.895,419.543,,,
2012-10-27,SE/CO,862,23.692,257.453,,,
2012-10-27,S,221,6.252,71.563,,,
2012-10-27,NE,205,5.667,62.525,,,
2012-10-27,N,96,2.667,29.386,,,
2012-10-27,SIN,1.384,38.279,420.927,,,
2012-10-28,SE/CO,786,24.478,258.238,,,
2012-10-28,S,186,6.438,71.750,,,
2012-10-28,NE,187,5.854,62.711,,,
2012-10-28,N,90,2.757,29.476,,,
2012-10-28,SIN,1.249,39.528,422.176,,,
2012-10-29,SE/CO,944,25.422,259.182,,,
2012-10-29,S,254,6.693,72.004,,,
2012-10-29,NE,214,6.068,62.926,,,
2012-10-29,N,96,2.853,29.572,,,
2012-10-29,SIN,1.509,41.036,423.684,,,
2012-10-30,SE/CO,982,26.404,260.165,,,
2012-10-30,S,265,6.958,72.269,,,
2012-10-30,NE,223,6.291,63.149,,,
2012-10-30,N,100,2.953,29.672,,,
2012-10-30,SIN,1.570,42.606,425.254,,,
2012-10-31,SE/CO,995,27.399,261.159,,,
2012-10-31,S,258,7.216,72.527,,,
2012-10-31,NE,224,6.515,63.373,,,
2012-10-31,N,100,3.053,29.772,,,
2012-10-31,SIN,1.577,44.183,426.831,,,
2012-11-01,SE/CO,941,941,262.101,,,
2012-11-01,S,254,254,72.781,,,
2012-11-01,NE,222,222,63.595,,,
2012-11-01,N,99,99,29.871,,,
2012-11-01,SIN,1.517,1.517,428.347,,,
2012-11-02,SE/CO,786,1.728,262.887,,,
2012-11-02,S,197,451,72.978,,,
2012-11-02,NE,197,420,63.792,,,
2012-11-02,N,92,191,29.963,,,
2012-11-02,SIN,1.273,2.789,429.620,,,
2012-11-03,SE/CO,768,2.496,263.655,,,
2012-11-03,S,200,650,73.177,,,
2012-11-03,NE,202,622,63.995,,,
2012-11-03,N,94,285,30.057,,,
2012-11-03,SIN,1.265,4.054,430.884,,,
2012-11-04,SE/CO,708,3.204,264.363,,,
2012-11-04,S,186,836,73.363,,,
2012-11-04,NE,191,813,64.185,,,
2012-11-04,N,92,378,30.150,,,
2012-11-04,SIN,1.176,5.230,432.061,,,
2012-11-05,SE/CO,860,4.063,265.223,,,
2012-11-05,S,255,1.091,73.618,,,
2012-11-05,NE,215,1.028,64.400,,,
2012-11-05,N,100,478,30.250,,,
2012-11-05,SIN,1.429,6.660,433.490,,,
2012-11-06,SE/CO,877,4.940,266.097,,,
2012-11-06,S,265,1.356,73.883,,,
2012-11-06,NE,223,1.251,64.623,,,
2012-11-06,N,101,578,30.352,,,
2012-11-06,SIN,1.465,8.125,434.956,,,
2012-11-07,SE/CO,891,5.831,266.988,,,
2012-11-07,S,268,1.624,74.152,,,
2012-11-07,NE,219,1.469,64.842,,,
2012-11-07,N,101,679,30.453,,,
2012-11-07,SIN,1.479,9.603,436.435,,,
2012-11-08,SE/CO,896,6.728,267.885,,,
2012-11-08,S,267,1.891,74.418,,,
2012-11-08,NE,218,1.688,65.061,,,
2012-11-08,N,100,779,30.553,,,
2012-11-08,SIN,1.482,11.085,437.917,,,
2012-11-09,SE/CO,909,7.636,268.794,,,
2012-11-09,S,270,2.161,74.689,,,
2012-11-09,NE,216,1.903,65.276,,,
2012-11-09,N,100,879,30.653,,,
2012-11-09,SIN,1.495,12.580,439.412,,,
2012-11-10,SE/CO,826,8.463,269.620,,,
2012-11-10,S,240,2.401,74.928,,,
2012-11-10,NE,204,2.107,65.480,,,
2012-11-10,N,97,976,30.749,,,
2012-11-10,SIN,1.366,13.947,440.778,,,
2012-11-11,SE/CO,737,9.200,270.357,,,
2012-11-11,S,203,2.604,75.132,,,
2012-11-11,NE,187,2.294,65.667,,,
2012-11-11,N,92,1.068,30.841,,,
2012-11-11,SIN,1.219,15.166,441.997,,,
2012-11-12,SE/CO,888,10.088,271.245,,,
2012-11-12,S,259,2.863,75.391,,,
2012-11-12,NE,214,2.508,65.881,,,
2012-11-12,N,98,1.165,30.939,,,
2012-11-12,SIN,1.458,16.624,443.455,,,
2012-11-13,SE/CO,873,10.960,272.117,,,
2012-11-13,S,254,3.117,75.644,,,
2012-11-13,NE,220,2.729,66.101,,,
2012-11-13,N,98,1.263,31.037,,,
2012-11-13,SIN,1.445,18.068,444.900,,,
2012-11-14,SE/CO,836,11.796,272.958,,,
2012-11-14,S,248,3.365,75.896,,,
2012-11-14,NE,223,2.951,66.326,,,
2012-11-14,N,99,1.362,31.135,,,
2012-11-14,SIN,1.406,19.474,446.315,,,
2012-11-15,SE/CO,733,12.529,273.690,,,
2012-11-15,S,214,3.579,76.111,,,
2012-11-15,NE,205,3.156,66.531,,,
2012-11-15,N,93,1.455,31.229,,,
2012-11-15,SIN,1.245,20.719,447.560,,,
2012-11-16,SE/CO,780,13.309,274.470,,,
2012-11-16,S,235,3.814,76.346,,,
2012-11-16,NE,218,3.374,66.749,,,
2012-11-16,N,99,1.554,31.327,,,
2012-11-16,SIN,1.332,22.051,448.892,,,
2012-11-17,SE/CO,731,14.040,275.201,,,
2012-11-17,S,217,4.032,76.564,,,
2012-11-17,NE,211,3.585,66.960,,,
2012-11-17,N,96,1.650,31.423,,,
2012-11-17,SIN,1.256,23.306,450.148,,,
2012-11-18,SE/CO,668,14.708,275.869,,,
2012-11-18,S,188,4.220,76.752,,,
2012-11-18,NE,194,3.779,67.154,,,
2012-11-18,N,93,1.743,31.516,,,
2012-11-18,SIN,1.144,24.450,451.291,,,
2012-11-19,SE/CO,820,15.528,276.689,,,
2012-11-19,S,255,4.476,77.007,,,
2012-11-19,NE,223,4.002,67.376,,,
2012-11-19,N,100,1.842,31.616,,,
2012-11-19,SIN,1.397,25.847,452.688,,,
2012-11-20,SE/CO,821,16.349,277.510,,,
2012-11-20,S,274,4.750,77.281,,,
2012-11-20,NE,227,4.229,67.604,,,
2012-11-20,N,100,1.942,31.716,,,
2012-11-20,SIN,1.422,27.269,454.111,,,
2012-11-21,SE/CO,871,17.220,278.381,,,
2012-11-21,S,277,5.026,77.558,,,
2012-11-21,NE,227,4.456,67.831,,,
2012-11-21,N,100,2.042,31.815,,,
2012-11-21,SIN,1.474,28.743,455.585,,,
2012-11-22,SE/CO,884,18.104,279.265,,,
2012-11-22,S,280,5.306,77.838,,,
2012-11-22,NE,227,4.683,68.058,,,
2012-11-22,N,100,2.142,31.915,,,
2012-11-22,SIN,1.492,30.235,457.076,,,
2012-11-23,SE/CO,888,18.991,280.152,,,
2012-11-23,S,275,5.582,78.114,,,
2012-11-23,NE,228,4.911,68.286,,,
2012-11-23,N,100,2.242,32.015,,,
2012-11-23,SIN,1.491,31.727,458.568,,,
2012-11-24,SE/CO,839,19.830,280.991,,,
2012-11-24,S,234,5.816,78.348,,,
2012-11-24,NE,216,5.127,68.502,,,
2012-11-24,N,95,2.336,32.110,,,
2012-11-24,SIN,1.383,33.110,459.951,,,
2012-11-25,SE/CO,737,20.567,281.728,,,
2012-11-25,S,187,6.003,78.535,,,
2012-11-25,NE,199,5.326,68.701,,,
2012-11-25,N,91,2.427,32.201,,,
2012-11-25,SIN,1.214,34.324,461.165,,,
2012-11-26,SE/CO,850,21.418,282.579,,,
2012-11-26,S,251,6.254,78.786,,,
2012-11-26,NE,225,5.551,68.926,,,
2012-11-26,N,97,2.524,32.298,,,
2012-11-26,SIN,1.423,35.747,462.588,,,
2012-11-27,SE/CO,865,22.282,283.443,,,
2012-11-27,S,273,6.527,79.059,,,
2012-11-27,NE,227,5.778,69.153,,,
2012-11-27,N,98,2.623,32.396,,,
2012-11-27,SIN,1.463,37.209,464.050,,,
2012-11-28,SE/CO,876,23.158,284.319,,,
2012-11-28,S,278,6.804,79.336,,,
2012-11-28,NE,227,6.005,69.380,,,
2012-11-28,N,97,2.720,32.493,,,
2012-11-28,SIN,1.478,38.687,465.528,,,
2012-11-29,SE/CO,898,24.055,285.216,,,
2012-11-29,S,280,7.085,79.617,,,
2012-11-29,NE,229,6.234,69.609,,,
2012-11-29,N,96,2.816,32.589,,,
2012-11-29,SIN,1.503,40.190,467.031,,,
2012-11-30,SE/CO,891,24.946,286.107,,,
2012-11-30,S,277,7.362,79.894,,,
2012-11-30,NE,226,6.461,69.835,,,
2012-11-30,N,93,2.909,32.682,,,
2012-11-30,SIN,1.488,41.677,468.519,,,
2012-12-01,SE/CO,817,817,286.924,,,
2012-12-01,S,245,245,80.139,,,
2012-12-01,NE,209,209,70.045,,,
2012-12-01,N,91,91,32.773,,,
2012-12-01,SIN,1.363,1.363,469.881,,,
2012-12-02,SE/CO,743,1.560,287.667,,,
2012-12-02,S,209,454,80.348,,,
2012-12-02,NE,194,403,70.239,,,
2012-12-02,N,88,179,32.861,,,
2012-12-02,SIN,1.234,2.597,471.115,,,
2012-12-03,SE/CO,891,2.451,288.558,,,
2012-12-03,S,278,733,80.627,,,
2012-12-03,NE,224,627,70.462,,,
2012-12-03,N,94,273,32.955,,,
2012-12-03,SIN,1.487,4.084,472.602,,,
2012-12-04,SE/CO,927,3.378,289.485,,,
2012-12-04,S,285,1.018,80.912,,,
2012-12-04,NE,229,856,70.691,,,
2012-12-04,N,94,367,33.050,,,
2012-12-04,SIN,1.535,5.619,474.137,,,
2012-12-05,SE/CO,951,4.328,290.435,,,
2012-12-05,S,294,1.312,81.206,,,
2012-12-05,NE,230,1.086,70.922,,,
2012-12-05,N,96,463,33.146,,,
2012-12-05,SIN,1.571,7.190,475.708,,,
2012-12-06,SE/CO,971,5.300,291.407,,,
2012-12-06,S,301,1.613,81.507,,,
2012-12-06,NE,230,1.316,71.151,,,
2012-12-06,N,97,560,33.243,,,
2012-12-06,SIN,1.599,8.789,477.307,,,
2012-12-07,SE/CO,983,6.283,292.423,,,
2012-12-07,S,295,1.908,81.767,,,
2012-12-07,NE,231,1.547,71.364,,,
2012-12-07,N,97,657,33.337,,,
2012-12-07,SIN,1.607,10.396,478.891,,,
2012-12-08,SE/CO,909,7.191,293.282,,,
2012-12-08,S,251,2.159,82.016,,,
2012-12-08,NE,221,1.768,71.585,,,
2012-12-08,N,93,750,33.430,,,
2012-12-08,SIN,1.474,11.869,480.313,,,
2012-12-09,SE/CO,800,7.992,294.098,,,
2012-12-09,S,214,2.373,82.267,,,
2012-12-09,NE,203,1.972,71.807,,,
2012-12-09,N,91,841,33.524,,,
2012-12-09,SIN,1.309,13.178,481.696,,,
2012-12-10,SE/CO,936,8.928,295.034,,,
2012-12-10,S,290,2.664,82.557,,,
2012-12-10,NE,229,2.201,72.036,,,
2012-12-10,N,97,939,33.621,,,
2012-12-10,SIN,1.553,14.731,483.249,,,
2012-12-11,SE/CO,970,9.898,296.004,,,
2012-12-11,S,274,2.938,82.832,,,
2012-12-11,NE,233,2.434,72.269,,,
2012-12-11,N,99,1.037,33.720,,,
2012-12-11,SIN,1.576,16.307,484.825,,,
2012-12-12,SE/CO,979,10.876,296.987,,,
2012-12-12,S,278,3.216,83.136,,,
2012-12-12,NE,233,2.667,72.527,,,
2012-12-12,N,98,1.136,33.818,,,
2012-12-12,SIN,1.588,17.895,486.469,,,
2012-12-13,SE/CO,971,11.848,297.959,,,
2012-12-13,S,267,3.483,83.403,,,
2012-12-13,NE,233,2.901,72.761,,,
2012-12-13,N,98,1.234,33.916,,,
2012-12-13,SIN,1.570,19.465,488.039,,,
2012-12-14,SE/CO,947,12.795,298.908,,,
2012-12-14,S,263,3.746,83.700,,,
2012-12-14,NE,234,3.135,73.001,,,
2012-12-14,N,99,1.333,34.016,,,
2012-12-14,SIN,1.544,21.008,489.625,,,
2012-12-15,SE/CO,850,13.645,299.758,,,
2012-12-15,S,236,3.982,83.936,,,
2012-12-15,NE,219,3.353,73.220,,,
2012-12-15,N,97,1.429,34.113,,,
2012-12-15,SIN,1.402,22.410,491.027,,,
2012-12-16,SE/CO,767,14.412,300.525,,,
2012-12-16,S,210,4.192,84.147,,,
2012-12-16,NE,200,3.554,73.420,,,
2012-12-16,N,91,1.521,34.204,,,
2012-12-16,SIN,1.268,23.678,492.295,,,
2012-12-17,SE/CO,906,15.318,301.431,,,
2012-12-17,S,272,4.464,84.418,,,
2012-12-17,NE,226,3.780,73.647,,,
2012-12-17,N,96,1.617,34.300,,,
2012-12-17,SIN,1.501,25.179,493.796,,,
2012-12-18,SE/CO,943,16.261,302.374,,,
2012-12-18,S,280,4.744,84.698,,,
2012-12-18,NE,234,4.014,73.881,,,
2012-12-18,N,97,1.713,34.397,,,
2012-12-18,SIN,1.553,26.732,495.349,,,
2012-12-19,SE/CO,958,17.219,303.332,,,
2012-12-19,S,276,5.020,84.975,,,
2012-12-19,NE,231,4.245,74.112,,,
2012-12-19,N,99,1.812,34.496,,,
2012-12-19,SIN,1.565,28.297,496.914,,,
2012-12-20,SE/CO,951,18.170,304.283,,,
2012-12-20,S,276,5.296,85.250,,,
2012-12-20,NE,230,4.475,74.342,,,
2012-12-20,N,98,1.910,34.594,,,
2012-12-20,SIN,1.555,29.852,498.469,,,
2012-12-21,SE/CO,953,19.123,305.236,,,
2012-12-21,S,258,5.554,85.509,,,
2012-12-21,NE,230,4.705,74.572,,,
2012-12-21,N,96,2.007,34.690,,,
2012-12-21,SIN,1.537,31.389,500.006,,,
2012-12-22,SE/CO,862,19.985,306.098,,,
2012-12-22,S,214,5.768,85.723,,,
2012-12-22,NE,216,4.921,74.788,,,
2012-12-22,N,95,2.101,34.785,,,
2012-12-22,SIN,1.387,32.776,501.393,,,
2012-12-23,SE/CO,789,20.774,306.886,,,
2012-12-23,S,197,5.966,85.920,,,
2012-12-23,NE,200,5.122,74.988,,,
2012-12-23,N,92,2.193,34.877,,,
2012-12-23,SIN,1.278,34.054,502.672,,,
2012-12-24,SE/CO,793,21.567,307.680,,,
2012-12-24,S,217,6.183,86.137,,,
2012-12-24,NE,203,5.324,75.191,,,
2012-12-24,N,92,2.286,34.969,,,
2012-12-24,SIN,1.305,35.360,503.977,,,
2012-12-25,SE/CO,732,22.299,308.412,,,
2012-12-25,S,205,6.387,86.342,,,
2012-12-25,NE,188,5.512,75.379,,,
2012-12-25,N,86,2.372,35.055,,,
2012-12-25,SIN,1.211,36.571,505.188,,,
2012-12-26,SE/CO,918,23.217,309.330,,,
2012-12-26,S,243,6.631,86.585,,,
2012-12-26,NE,223,5.736,75.602,,,
2012-12-26,N,95,2.467,35.150,,,
2012-12-26,SIN,1.479,38.050,506.667,,,
2012-12-27,SE/CO,936,24.153,310.266,,,
2012-12-27,S,230,6.860,86.815,,,
2012-12-27,NE,230,5.966,75.832,,,
2012-12-27,N,96,2.563,35.246,,,
2012-12-27,SIN,1.491,39.541,508.159,,,
2012-12-28,SE/CO,900,25.053,311.166,,,
2012-12-28,S,216,7.074,87.029,,,
2012-12-28,NE,229,6.196,76.063,,,
2012-12-28,N,94,2.656,35.340,,,
2012-12-28,SIN,1.439,40.980,509.597,,,
2012-12-29,SE/CO,831,25.885,311.997,,,
2012-12-29,S,199,7.274,87.228,,,
2012-12-29,NE,215,6.411,76.278,,,
2012-12-29,N,92,2.748,35.432,,,
2012-12-29,SIN,1.338,42.318,510.935,,,
2012-12-30,SE/CO,758,26.643,312.756,,,
2012-12-30,S,181,7.455,87.409,,,
2012-12-30,NE,198,6.610,76.476,,,
2012-12-30,N,89,2.837,35.520,,,
2012-12-30,SIN,1.226,43.544,512.161,,,
2012-12-31,SE/CO,757,27.399,313.512,,,
2012-12-31,S,191,7.646,87.600,,,
2012-12-31,NE,200,6.809,76.676,,,
2012-12-31,N,89,2.926,35.609,,,
2012-12-31,SIN,1.236,44.780,513.398,,,
2013-01-01,SE/CO,713,713,713,,,
2013-01-01,S,157,157,157,,,
2013-01-01,NE,181,181,181,,,
2013-01-01,N,86,86,86,,,
2013-01-01,SIN,1.136,1.136,1.136,,,
2013-01-02,SE/CO,873,1.586,1.586,,,
2013-01-02,S,201,358,358,,,
2013-01-02,NE,215,396,396,,,
2013-01-02,N,91,177,177,,,
2013-01-02,SIN,1.381,2.517,2.517,,,
2013-01-03,SE/CO,891,2.477,2.477,,,
2013-01-03,S,227,585,585,,,
2013-01-03,NE,226,622,622,,,
2013-01-03,N,94,271,271,,,
2013-01-03,SIN,1.438,3.955,3.955,,,
2013-01-04,SE/CO,889,3.366,3.366,,,
2013-01-04,S,243,828,828,,,
2013-01-04,NE,226,848,848,,,
2013-01-04,N,94,365,365,,,
2013-01-04,SIN,1.452,5.407,5.407,,,
2013-01-05,SE/CO,840,4.206,4.206,,,
2013-01-05,S,227,1.054,1.054,,,
2013-01-05,NE,216,1.064,1.064,,,
2013-01-05,N,92,457,457,,,
2013-01-05,SIN,1.374,6.781,6.781,,,
2013-01-06,SE/CO,785,4.991,4.991,,,
2013-01-06,S,195,1.249,1.249,,,
2013-01-06,NE,199,1.262,1.262,,,
2013-01-06,N,90,547,547,,,
2013-01-06,SIN,1.269,8.050,8.050,,,
2013-01-07,SE/CO,938,5.930,5.930,,,
2013-01-07,S,253,1.502,1.502,,,
2013-01-07,NE,224,1.486,1.486,,,
2013-01-07,N,97,644,644,,,
2013-01-07,SIN,1.512,9.562,9.562,,,
2013-01-08,SE/CO,984,6.914,6.914,,,
2013-01-08,S,259,1.761,1.761,,,
2013-01-08,NE,229,1.715,1.715,,,
2013-01-08,N,96,740,740,,,
2013-01-08,SIN,1.568,11.130,11.130,,,
2013-01-09,SE/CO,971,7.885,7.885,,,
2013-01-09,S,265,2.026,2.026,,,
2013-01-09,NE,232,1.947,1.947,,,
2013-01-09,N,95,835,835,,,
2013-01-09,SIN,1.564,12.694,12.694,,,
2013-01-10,SE/CO,932,8.817,8.817,,,
2013-01-10,S,263,2.289,2.289,,,
2013-01-10,NE,234,2.181,2.181,,,
2013-01-10,N,94,930,930,,,
2013-01-10,SIN,1.523,14.217,14.217,,,
2013-01-11,SE/CO,882,9.700,9.700,,,
2013-01-11,S,259,2.547,2.547,,,
2013-01-11,NE,232,2.413,2.413,,,
2013-01-11,N,93,1.023,1.023,,,
2013-01-11,SIN,1.466,15.683,15.683,,,
2013-01-12,SE/CO,806,10.506,10.506,,,
2013-01-12,S,230,2.777,2.777,,,
2013-01-12,NE,217,2.630,2.630,,,
2013-01-12,N,92,1.115,1.115,,,
2013-01-12,SIN,1.344,17.027,17.027,,,
2013-01-13,SE/CO,726,11.232,11.232,,,
2013-01-13,S,201,2.978,2.978,,,
2013-01-13,NE,196,2.826,2.826,,,
2013-01-13,N,88,1.203,1.203,,,
2013-01-13,SIN,1.211,18.238,18.238,,,
2013-01-14,SE/CO,862,12.093,12.093,,,
2013-01-14,S,267,3.245,3.245,,,
2013-01-14,NE,222,3.048,3.048,,,
2013-01-14,N,95,1.297,1.297,,,
2013-01-14,SIN,1.445,19.683,19.683,,,
2013-01-15,SE/CO,881,12.974,12.974,,,
2013-01-15,S,280,3.524,3.524,,,
2013-01-15,NE,224,3.273,3.273,,,
2013-01-15,N,95,1.393,1.393,,,
2013-01-15,SIN,1.481,21.164,21.164,,,
2013-01-16,SE/CO,890,13.864,13.864,,,
2013-01-16,S,277,3.801,3.801,,,
2013-01-16,NE,227,3.500,3.500,,,
2013-01-16,N,94,1.487,1.487,,,
2013-01-16,SIN,1.488,22.652,22.652,,,
2013-01-17,SE/CO,890,14.754,14.754,,,
2013-01-17,S,287,4.088,4.088,,,
2013-01-17,NE,228,3.728,3.728,,,
2013-01-17,N,95,1.582,1.582,,,
2013-01-17,SIN,1.499,24.151,24.151,,,
2013-01-18,SE/CO,897,15.651,15.651,,,
2013-01-18,S,285,4.373,4.373,,,
2013-01-18,NE,228,3.956,3.956,,,
2013-01-18,N,96,1.679,1.679,,,
2013-01-18,SIN,1.507,25.659,25.659,,,
2013-01-19,SE/CO,839,16.490,16.490,,,
2013-01-19,S,243,4.616,4.616,,,
2013-01-19,NE,216,4.172,4.172,,,
2013-01-19,N,95,1.773,1.773,,,
2013-01-19,SIN,1.392,27.051,27.051,,,
2013-01-20,SE/CO,739,17.229,17.229,,,
2013-01-20,S,204,4.820,4.820,,,
2013-01-20,NE,195,4.367,4.367,,,
2013-01-20,N,89,1.862,1.862,,,
2013-01-20,SIN,1.227,28.278,28.278,,,
2013-01-21,SE/CO,857,18.087,18.087,,,
2013-01-21,S,261,5.081,5.081,,,
2013-01-21,NE,223,4.590,4.590,,,
2013-01-21,N,98,1.960,1.960,,,
2013-01-21,SIN,1.439,29.717,29.717,,,
2013-01-22,SE/CO,879,18.965,18.965,,,
2013-01-22,S,274,5.354,5.354,,,
2013-01-22,NE,223,4.813,4.813,,,
2013-01-22,N,100,2.060,2.060,,,
2013-01-22,SIN,1.476,31.193,31.193,,,
2013-01-23,SE/CO,901,19.866,19.866,,,
2013-01-23,S,281,5.636,5.636,,,
2013-01-23,NE,224,5.037,5.037,,,
2013-01-23,N,99,2.159,2.159,,,
2013-01-23,SIN,1.504,32.697,32.697,,,
2013-01-24,SE/CO,929,20.795,20.795,,,
2013-01-24,S,293,5.928,5.928,,,
2013-01-24,NE,225,5.262,5.262,,,
2013-01-24,N,98,2.257,2.257,,,
2013-01-24,SIN,1.545,34.242,34.242,,,
2013-01-25,SE/CO,939,21.734,21.734,,,
2013-01-25,S,281,6.209,6.209,,,
2013-01-25,NE,227,5.488,5.488,,,
2013-01-25,N,97,2.355,2.355,,,
2013-01-25,SIN,1.544,35.786,35.786,,,
