data,submercado,GWhDia,GWhAcMes,GWhAcAno,MWhDia,MWhAcMes,MWhAcAno 
2009-01-03,N,83,247,247,,,
2009-01-03,SIN,1.022,2.983,2.983,,,
2009-01-04,SE/CO,572,2.365,2.365,,,
2009-01-04,S,138,599,599,,,
2009-01-04,NE,158,638,638,,,
2009-01-04,N,80,327,327,,,
2009-01-04,SIN,948,3.930,3.930,,,
2009-01-05,SE/CO,663,3.028,3.028,,,
2009-01-05,S,180,779,779,,,
2009-01-05,NE,181,819,819,,,
2009-01-05,N,88,415,415,,,
2009-01-05,SIN,1.111,5.041,5.041,,,
2009-01-06,SE/CO,694,3.722,3.722,,,
2009-01-06,S,195,974,974,,,
2009-01-06,NE,182,1.002,1.002,,,
2009-01-06,N,89,504,504,,,
2009-01-06,SIN,1.161,6.202,6.202,,,
2009-01-07,SE/CO,715,4.437,4.437,,,
2009-01-07,S,209,1.184,1.184,,,
2009-01-07,NE,184,1.186,1.186,,,
2009-01-07,N,89,593,593,,,
2009-01-07,SIN,1.197,7.400,7.400,,,
2009-01-08,SE/CO,738,5.174,5.174,,,
2009-01-08,S,217,1.401,1.401,,,
2009-01-08,NE,185,1.371,1.371,,,
2009-01-08,N,85,678,678,,,
2009-01-08,SIN,1.225,8.625,8.625,,,
2009-01-09,SE/CO,758,5.932,5.932,,,
2009-01-09,S,216,1.616,1.616,,,
2009-01-09,NE,183,1.554,1.554,,,
2009-01-09,N,89,767,767,,,
2009-01-09,SIN,1.245,9.869,9.869,,,
2009-01-10,SE/CO,689,6.621,6.621,,,
2009-01-10,S,187,1.803,1.803,,,
2009-01-10,NE,173,1.727,1.727,,,
2009-01-10,N,87,853,853,,,
2009-01-10,SIN,1.135,11.005,11.005,,,
2009-01-11,SE/CO,624,7.245,7.245,,,
2009-01-11,S,155,1.958,1.958,,,
2009-01-11,NE,158,1.885,1.885,,,
2009-01-11,N,83,937,937,,,
2009-01-11,SIN,1.019,12.024,12.024,,,
2009-01-12,SE/CO,763,8.008,8.008,,,
2009-01-12,S,214,2.171,2.171,,,
2009-01-12,NE,181,2.065,2.065,,,
2009-01-12,N,88,1.025,1.025,,,
2009-01-12,SIN,1.246,13.270,13.270,,,
2009-01-13,SE/CO,799,8.808,8.808,,,
2009-01-13,S,218,2.390,2.390,,,
2009-01-13,NE,185,2.250,2.250,,,
2009-01-13,N,90,1.115,1.115,,,
2009-01-13,SIN,1.292,14.562,14.562,,,
2009-01-14,SE/CO,797,9.605,9.605,,,
2009-01-14,S,223,2.612,2.612,,,
2009-01-14,NE,184,2.434,2.434,,,
2009-01-14,N,90,1.205,1.205,,,
2009-01-14,SIN,1.293,15.855,15.855,,,
2009-01-15,SE/CO,225,2.837,2.837,,,
2009-01-15,S,1.282,17.137,17.137,,,
2009-01-15,NE,89,1.294,1.294,,,
2009-01-15,N,782,10.386,10.386,,,
2009-01-15,SIN,1.312,39.331,375.592,,,
2009-01-16,SE/CO,777,11.163,11.163,,,
2009-01-16,S,225,3.062,3.062,,,
2009-01-16,NE,184,2.804,2.804,,,
2009-01-16,N,88,1.382,1.382,,,
2009-01-16,SIN,1.275,18.412,18.412,,,
2009-01-17,SE/CO,704,11.867,11.867,,,
2009-01-17,S,194,3.256,3.256,,,
2009-01-17,NE,174,2.978,2.978,,,
2009-01-17,N,85,1.468,1.468,,,
2009-01-17,SIN,1.157,19.569,19.569,,,
2009-01-18,SE/CO,625,12.493,12.493,,,
2009-01-18,S,167,3.423,3.423,,,
2009-01-18,NE,159,3.137,3.137,,,
2009-01-18,N,81,1.549,1.549,,,
2009-01-18,SIN,1.032,20.601,20.601,,,
2009-01-19,SE/CO,750,13.243,13.243,,,
2009-01-19,S,215,3.638,3.638,,,
2009-01-19,NE,180,3.317,3.317,,,
2009-01-19,N,85,1.634,1.634,,,
2009-01-19,SIN,1.231,21.832,21.832,,,
2009-01-20,SE/CO,761,14.004,14.004,,,
2009-01-20,S,215,3.853,3.853,,,
2009-01-20,NE,185,3.502,3.502,,,
2009-01-20,N,86,1.720,1.720,,,
2009-01-20,SIN,1.247,23.079,23.079,,,
2009-01-21,SE/CO,755,14.758,14.758,,,
2009-01-21,S,217,4.070,4.070,,,
2009-01-21,NE,183,3.685,3.685,,,
2009-01-21,N,86,1.806,1.806,,,
2009-01-21,SIN,1.240,24.319,24.319,,,
2009-01-22,SE/CO,742,15.499,15.499,,,
2009-01-22,S,221,4.291,4.291,,,
2009-01-22,NE,181,3.866,3.866,,,
2009-01-22,N,86,1.891,1.891,,,
2009-01-22,SIN,1.229,25.547,25.547,,,
2009-01-23,SE/CO,737,16.235,16.235,,,
2009-01-23,S,222,4.512,4.512,,,
2009-01-23,NE,181,4.047,4.047,,,
2009-01-23,N,86,1.977,1.977,,,
2009-01-23,SIN,1.226,26.772,26.772,,,
2009-01-24,SE/CO,677,16.912,16.912,,,
2009-01-24,S,192,4.704,4.704,,,
2009-01-24,NE,172,4.219,4.219,,,
2009-01-24,N,84,2.061,2.061,,,
2009-01-24,SIN,1.124,27.896,27.896,,,
2009-01-25,SE/CO,609,17.521,17.521,,,
2009-01-25,S,167,4.872,4.872,,,
2009-01-25,NE,156,4.375,4.375,,,
2009-01-25,N,80,2.141,2.141,,,
2009-01-25,SIN,1.012,28.909,28.909,,,
2009-01-26,SE/CO,736,18.257,18.257,,,
2009-01-26,S,226,5.097,5.097,,,
2009-01-26,NE,177,4.552,4.552,,,
2009-01-26,N,85,2.226,2.226,,,
2009-01-26,SIN,1.223,30.132,30.132,,,
2009-01-27,SE/CO,755,19.012,19.012,,,
2009-01-27,S,235,5.332,5.332,,,
2009-01-27,NE,183,4.735,4.735,,,
2009-01-27,N,87,2.313,2.313,,,
2009-01-27,SIN,1.260,31.392,31.392,,,
2009-01-28,SE/CO,758,19.772,19.772,,,
2009-01-28,S,234,5.566,5.566,,,
2009-01-28,NE,185,4.920,4.920,,,
2009-01-28,N,86,2.399,2.399,,,
2009-01-28,SIN,1.263,32.656,32.656,,,
2009-01-29,SE/CO,761,20.532,20.532,,,
2009-01-29,S,227,5.793,5.793,,,
2009-01-29,NE,185,5.105,5.105,,,
2009-01-29,N,87,2.486,2.486,,,
2009-01-29,SIN,1.260,33.916,33.916,,,
2009-01-30,SE/CO,773,21.305,21.305,,,
2009-01-30,S,228,6.021,6.021,,,
2009-01-30,NE,182,5.287,5.287,,,
2009-01-30,N,87,2.573,2.573,,,
2009-01-30,SIN,1.270,35.187,35.187,,,
2009-01-31,SE/CO,701,22.006,22.006,,,
2009-01-31,S,197,6.218,6.218,,,
2009-01-31,NE,174,5.461,5.461,,,
2009-01-31,N,82,2.655,2.655,,,
2009-01-31,SIN,1.154,36.340,36.340,,,
2009-02-01,SE/CO,635,635,22.641,,,
2009-02-01,S,168,168,6.386,,,
2009-02-01,NE,160,160,5.621,,,
2009-02-01,N,80,80,2.735,,,
2009-02-01,SIN,1.044,1.044,37.384,,,
2009-02-02,SE/CO,771,1.406,23.412,,,
2009-02-02,S,218,387,6.605,,,
2009-02-02,NE,180,341,5.801,,,
2009-02-02,N,85,164,2.820,,,
2009-02-02,SIN,1.254,2.298,38.638,,,
2009-02-03,SE/CO,792,2.198,24.204,,,
2009-02-03,S,232,619,6.837,,,
2009-02-03,NE,182,523,5.983,,,
2009-02-03,N,86,250,2.905,,,
2009-02-03,SIN,1.292,3.589,39.930,,,
2009-02-04,SE/CO,800,2.998,25.004,,,
2009-02-04,S,232,851,7.069,,,
2009-02-04,NE,182,705,6.166,,,
2009-02-04,N,84,334,2.990,,,
2009-02-04,SIN,1.298,4.888,41.228,,,
2009-02-05,SE/CO,800,3.798,25.804,,,
2009-02-05,S,232,1.083,7.301,,,
2009-02-05,NE,185,889,6.350,,,
2009-02-05,N,84,419,3.074,,,
2009-02-05,SIN,1.301,6.189,42.530,,,
2009-02-06,SE/CO,802,4.600,26.606,,,
2009-02-06,S,236,1.319,7.537,,,
2009-02-06,NE,187,1.076,6.537,,,
2009-02-06,N,86,505,3.160,,,
2009-02-06,SIN,1.311,7.500,43.841,,,
2009-02-07,SE/CO,735,5.336,27.341,,,
2009-02-07,S,207,1.526,7.744,,,
2009-02-07,NE,179,1.255,6.716,,,
2009-02-07,N,84,589,3.244,,,
2009-02-07,SIN,1.205,8.705,45.046,,,
2009-02-08,SE/CO,657,5.992,27.998,,,
2009-02-08,S,177,1.703,7.921,,,
2009-02-08,NE,165,1.420,6.881,,,
2009-02-08,N,81,670,3.325,,,
2009-02-08,SIN,1.080,9.785,46.125,,,
2009-02-09,SE/CO,785,6.777,28.783,,,
2009-02-09,S,235,1.937,8.155,,,
2009-02-09,NE,187,1.607,7.068,,,
2009-02-09,N,86,756,3.411,,,
2009-02-09,SIN,1.292,11.077,47.418,,,
2009-02-10,SE/CO,805,7.585,29.591,,,
2009-02-10,S,241,2.178,8.397,,,
2009-02-10,NE,192,1.799,7.260,,,
2009-02-10,N,87,843,3.498,,,
2009-02-10,SIN,1.325,12.405,48.745,,,
2009-02-11,SE/CO,812,8.396,30.402,,,
2009-02-11,S,236,2.414,8.632,,,
2009-02-11,NE,193,1.992,7.452,,,
2009-02-11,N,86,929,3.584,,,
2009-02-11,SIN,1.326,13.731,50.071,,,
2009-02-12,SE/CO,803,9.200,31.205,,,
2009-02-12,S,225,2.640,8.858,,,
2009-02-12,NE,193,2.185,7.646,,,
2009-02-12,N,85,1.014,3.670,,,
2009-02-12,SIN,1.307,15.038,51.379,,,
2009-02-13,SE/CO,768,9.967,31.973,,,
2009-02-13,S,226,2.865,9.083,,,
2009-02-13,NE,191,2.375,7.836,,,
2009-02-13,N,86,1.101,3.756,,,
2009-02-13,SIN,1.270,16.308,52.649,,,
2009-02-14,SE/CO,693,10.660,32.666,,,
2009-02-14,S,203,3.068,9.286,,,
2009-02-14,NE,176,2.551,8.012,,,
2009-02-14,N,83,1.183,3.839,,,
2009-02-14,SIN,1.154,17.463,53.803,,,
2009-02-15,SE/CO,628,11.288,33.294,,,
2009-02-15,S,178,3.246,9.464,,,
2009-02-15,NE,163,2.714,8.175,,,
2009-02-15,N,80,1.263,3.919,,,
2009-02-15,SIN,1.049,18.511,54.852,,,
2009-02-16,SE/CO,771,12.059,34.065,,,
2009-02-16,S,228,3.474,9.692,,,
2009-02-16,NE,183,2.896,8.357,,,
2009-02-16,N,84,1.347,4.003,,,
2009-02-16,SIN,1.266,19.777,56.117,,,
2009-02-17,SE/CO,800,12.859,34.865,,,
2009-02-17,S,237,3.699,9.917,,,
2009-02-17,NE,184,3.081,8.542,,,
2009-02-17,N,84,1.431,4.086,,,
2009-02-17,SIN,1.305,21.070,57.410,,,
2009-02-18,SE/CO,810,13.669,35.675,,,
2009-02-18,S,242,3.941,10.159,,,
2009-02-18,NE,184,3.265,8.726,,,
2009-02-18,N,85,1.516,4.172,,,
2009-02-18,SIN,1.321,22.391,58.731,,,
2009-02-19,SE/CO,813,14.482,36.488,,,
2009-02-19,S,241,4.181,10.399,,,
2009-02-19,NE,186,3.451,8.912,,,
2009-02-19,N,85,1.601,4.257,,,
2009-02-19,SIN,1.324,23.714,60.055,,,
2009-02-20,SE/CO,805,15.287,37.293,,,
2009-02-20,S,237,4.417,10.635,,,
2009-02-20,NE,182,3.633,9.094,,,
2009-02-20,N,85,1.687,4.342,,,
2009-02-20,SIN,1.309,25.024,61.364,,,
2009-02-21,SE/CO,721,16.008,38.014,,,
2009-02-21,S,197,4.614,10.832,,,
2009-02-21,NE,170,3.803,9.264,,,
2009-02-21,N,82,1.768,4.424,,,
2009-02-21,SIN,1.170,26.193,62.534,,,
2009-02-22,SE/CO,642,16.650,38.656,,,
2009-02-22,S,167,4.781,11.000,,,
2009-02-22,NE,154,3.957,9.418,,,
2009-02-22,N,78,1.846,4.502,,,
2009-02-22,SIN,1.041,27.235,63.575,,,
2009-02-23,SE/CO,642,16.650,38.656,,,
2009-02-23,S,167,4.781,11.000,,,
2009-02-23,NE,154,3.957,9.418,,,
2009-02-23,N,78,1.846,4.502,,,
2009-02-23,SIN,1.041,27.235,63.575,,,
2009-02-24,SE/CO,668,17.997,40.003,,,
2009-02-24,S,187,5.164,11.382,,,
2009-02-24,NE,151,4.260,9.721,,,
2009-02-24,N,78,2.004,4.659,,,
2009-02-24,SIN,1.084,29.424,65.764,,,
2009-02-25,SE/CO,739,18.736,40.742,,,
2009-02-25,S,208,5.371,11.589,,,
2009-02-25,NE,166,4.426,9.887,,,
2009-02-25,N,82,2.086,4.741,,,
2009-02-25,SIN,1.195,30.619,66.960,,,
2009-02-26,SE/CO,784,19.520,41.526,,,
2009-02-26,S,216,5.587,11.805,,,
2009-02-26,NE,181,4.607,10.068,,,
2009-02-26,N,85,2.171,4.826,,,
2009-02-26,SIN,1.265,31.885,68.225,,,
2009-02-27,SE/CO,794,20.314,42.320,,,
2009-02-27,S,219,5.806,12.024,,,
2009-02-27,NE,182,4.789,10.250,,,
2009-02-27,N,86,2.257,4.912,,,
2009-02-27,SIN,1.281,33.166,69.506,,,
2009-02-28,SE/CO,736,21.050,43.056,,,
2009-02-28,S,194,6.000,12.218,,,
2009-02-28,NE,172,4.960,10.421,,,
2009-02-28,N,84,2.341,4.997,,,
2009-02-28,SIN,1.186,34.352,70.692,,,
2009-03-01,SE/CO,663,663,43.719,,,
2009-03-01,S,172,172,12.390,,,
2009-03-01,NE,158,158,10.579,,,
2009-03-01,N,84,84,5.080,,,
2009-03-01,SIN,1.077,1.077,71.769,,,
2009-03-02,SE/CO,816,1.479,44.535,,,
2009-03-02,S,227,399,12.617,,,
2009-03-02,NE,178,336,10.757,,,
2009-03-02,N,89,172,5.169,,,
2009-03-02,SIN,1.309,2.386,73.078,,,
2009-03-03,SE/CO,846,2.325,45.382,,,
2009-03-03,S,235,634,12.851,,,
2009-03-03,NE,183,519,10.940,,,
2009-03-03,N,89,261,5.258,,,
2009-03-03,SIN,1.353,3.739,74.431,,,
2009-03-04,SE/CO,857,3.183,46.239,,,
2009-03-04,S,242,876,13.093,,,
2009-03-04,NE,185,704,11.125,,,
2009-03-04,N,88,349,5.346,,,
2009-03-04,SIN,1.373,5.111,75.803,,,
2009-03-05,SE/CO,862,4.045,47.101,,,
2009-03-05,S,244,1.120,13.338,,,
2009-03-05,NE,186,890,11.311,,,
2009-03-05,N,86,435,5.432,,,
2009-03-05,SIN,1.378,6.490,77.182,,,
2009-03-06,SE/CO,862,4.906,47.963,,,
2009-03-06,S,240,1.360,13.578,,,
2009-03-06,NE,184,1.073,11.495,,,
2009-03-06,N,87,522,5.518,,,
2009-03-06,SIN,1.372,7.862,78.554,,,
2009-03-07,SE/CO,762,5.669,48.725,,,
2009-03-07,S,205,1.566,13.783,,,
2009-03-07,NE,176,1.249,11.671,,,
2009-03-07,N,85,607,5.604,,,
2009-03-07,SIN,1.229,9.090,79.782,,,
2009-03-08,SE/CO,672,6.341,49.397,,,
2009-03-08,S,173,1.739,13.957,,,
2009-03-08,NE,162,1.411,11.833,,,
2009-03-08,N,82,689,5.686,,,
2009-03-08,SIN,1.090,10.180,80.872,,,
2009-03-09,SE/CO,812,7.152,50.209,,,
2009-03-09,S,219,1.958,14.175,,,
2009-03-09,NE,184,1.596,12.017,,,
2009-03-09,N,87,776,5.772,,,
2009-03-09,SIN,1.302,11.482,82.174,,,
2009-03-10,SE/CO,826,7.978,51.034,,,
2009-03-10,S,229,2.187,14.405,,,
2009-03-10,NE,189,1.785,12.206,,,
2009-03-10,N,86,862,5.859,,,
2009-03-10,SIN,1.330,12.812,83.504,,,
2009-03-11,SE/CO,823,8.801,51.857,,,
2009-03-11,S,232,2.419,14.636,,,
2009-03-11,NE,190,1.974,12.396,,,
2009-03-11,N,88,950,5.946,,,
2009-03-11,SIN,1.332,14.143,84.835,,,
2009-03-12,SE/CO,832,9.633,52.689,,,
2009-03-12,S,234,2.653,14.871,,,
2009-03-12,NE,190,2.165,12.586,,,
2009-03-12,N,87,1.037,6.033,,,
2009-03-12,SIN,1.344,15.487,86.179,,,
2009-03-13,SE/CO,822,10.455,53.511,,,
2009-03-13,S,232,2.885,15.102,,,
2009-03-13,NE,191,2.356,12.777,,,
2009-03-13,N,88,1.125,6.122,,,
2009-03-13,SIN,1.333,16.820,87.512,,,
2009-03-14,SE/CO,739,11.194,54.250,,,
2009-03-14,S,201,3.086,15.303,,,
2009-03-14,NE,182,2.538,12.960,,,
2009-03-14,N,85,1.210,6.207,,,
2009-03-14,SIN,1.207,18.028,88.720,,,
2009-03-15,SE/CO,653,11.847,54.903,,,
2009-03-15,S,169,3.255,15.473,,,
2009-03-15,NE,168,2.706,13.128,,,
2009-03-15,N,82,1.292,6.289,,,
2009-03-15,SIN,1.072,19.100,89.792,,,
2009-03-16,SE/CO,781,12.628,55.684,,,
2009-03-16,S,218,3.474,15.691,,,
2009-03-16,NE,189,2.895,13.317,,,
2009-03-16,N,86,1.378,6.375,,,
2009-03-16,SIN,1.274,20.374,91.066,,,
2009-03-17,SE/CO,801,13.429,56.485,,,
2009-03-17,S,227,3.701,15.919,,,
2009-03-17,NE,188,3.083,13.504,,,
2009-03-17,N,86,1.464,6.460,,,
2009-03-17,SIN,1.302,21.676,92.368,,,
2009-03-18,SE/CO,802,14.230,57.287,,,
2009-03-18,S,229,3.930,16.147,,,
2009-03-18,NE,188,3.270,13.692,,,
2009-03-18,N,86,1.550,6.546,,,
2009-03-18,SIN,1.304,22.980,93.672,,,
2009-03-19,SE/CO,797,15.028,58.084,,,
2009-03-19,S,229,4.158,16.376,,,
2009-03-19,NE,186,3.457,13.878,,,
2009-03-19,N,87,1.637,6.634,,,
2009-03-19,SIN,1.300,24.280,94.972,,,
2009-03-20,SE/CO,795,15.823,58.879,,,
2009-03-20,S,227,4.385,16.602,,,
2009-03-20,NE,190,3.647,14.068,,,
2009-03-20,N,87,1.724,6.721,,,
2009-03-20,SIN,1.299,25.579,96.271,,,
2009-03-21,SE/CO,718,16.541,59.597,,,
2009-03-21,S,203,4.588,16.806,,,
2009-03-21,NE,181,3.828,14.250,,,
2009-03-21,N,85,1.809,6.806,,,
2009-03-21,SIN,1.188,26.767,97.459,,,
2009-03-22,SE/CO,639,17.180,60.236,,,
2009-03-22,S,173,4.762,16.979,,,
2009-03-22,NE,167,3.996,14.417,,,
2009-03-22,N,79,1.889,6.885,,,
2009-03-22,SIN,1.059,27.826,98.518,,,
2009-03-23,SE/CO,769,17.949,61.005,,,
2009-03-23,S,227,4.989,17.207,,,
2009-03-23,NE,189,4.184,14.606,,,
2009-03-23,N,86,1.975,6.972,,,
2009-03-23,SIN,1.271,29.097,99.789,,,
2009-03-24,SE/CO,786,18.735,61.791,,,
2009-03-24,S,233,5.222,17.440,,,
2009-03-24,NE,191,4.375,14.796,,,
2009-03-24,N,87,2.062,7.059,,,
2009-03-24,SIN,1.297,30.394,101.086,,,
2009-03-25,SE/CO,778,19.513,62.569,,,
2009-03-25,S,231,5.453,17.671,,,
2009-03-25,NE,189,4.564,14.986,,,
2009-03-25,N,86,2.148,7.145,,,
2009-03-25,SIN,1.284,31.678,102.370,,,
2009-03-26,SE/CO,781,20.294,63.350,,,
2009-03-26,S,233,5.682,17.899,,,
2009-03-26,NE,190,4.755,15.176,,,
2009-03-26,N,87,2.235,7.232,,,
2009-03-26,SIN,1.290,32.965,103.657,,,
2009-03-27,SE/CO,785,21.080,64.136,,,
2009-03-27,S,231,5.913,18.130,,,
2009-03-27,NE,191,4.945,15.367,,,
2009-03-27,N,86,2.321,7.318,,,
2009-03-27,SIN,1.293,34.259,104.951,,,
2009-03-28,SE/CO,738,21.818,64.874,,,
2009-03-28,S,202,6.115,18.332,,,
2009-03-28,NE,180,5.125,15.547,,,
2009-03-28,N,84,2.405,7.402,,,
2009-03-28,SIN,1.204,35.464,106.156,,,
2009-03-29,SE/CO,635,22.453,65.510,,,
2009-03-29,S,184,6.299,18.516,,,
2009-03-29,NE,167,5.293,15.714,,,
2009-03-29,N,79,2.484,7.481,,,
2009-03-29,SIN,1.065,36.529,107.221,,,
2009-03-30,SE/CO,774,23.227,66.284,,,
2009-03-30,S,231,6.530,18.747,,,
2009-03-30,NE,190,5.482,15.904,,,
2009-03-30,N,86,2.570,7.567,,,
2009-03-30,SIN,1.281,37.810,108.502,,,
2009-03-31,SE/CO,786,24.013,67.070,,,
2009-03-31,S,239,6.769,18.986,,,
2009-03-31,NE,192,5.675,16.096,,,
2009-03-31,N,86,2.656,7.653,,,
2009-03-31,SIN,1.303,39.112,109.804,,,
2009-04-01,SE/CO,781,781,67.850,,,
2009-04-01,S,232,232,19.218,,,
2009-04-01,NE,191,191,16.287,,,
2009-04-01,N,88,88,7.741,,,
2009-04-01,SIN,1.292,1.292,111.096,,,
2009-04-02,SE/CO,777,1.558,68.628,,,
2009-04-02,S,227,459,19.445,,,
2009-04-02,NE,191,381,16.477,,,
2009-04-02,N,88,176,7.829,,,
2009-04-02,SIN,1.283,2.574,112.379,,,
2009-04-03,SE/CO,759,2.317,69.387,,,
2009-04-03,S,230,689,19.675,,,
2009-04-03,NE,188,570,16.666,,,
2009-04-03,N,89,265,7.918,,,
2009-04-03,SIN,1.266,3.840,113.645,,,
2009-04-04,SE/CO,715,3.032,70.101,,,
2009-04-04,S,201,890,19.876,,,
2009-04-04,NE,177,747,16.843,,,
2009-04-04,N,86,351,8.004,,,
2009-04-04,SIN,1.180,5.020,114.825,,,
2009-04-05,SE/CO,647,3.679,70.750,,,
2009-04-05,S,169,1.059,20.045,,,
2009-04-05,NE,164,911,17.007,,,
2009-04-05,N,81,432,8.085,,,
2009-04-05,SIN,1.061,6.081,115.888,,,
2009-04-06,SE/CO,780,4.459,71.528,,,
2009-04-06,S,224,1.285,20.271,,,
2009-04-06,NE,186,1.097,17.193,,,
2009-04-06,N,88,519,8.172,,,
2009-04-06,SIN,1.278,7.361,117.165,,,
2009-04-07,SE/CO,790,5.249,72.319,,,
2009-04-07,S,235,1.521,20.507,,,
2009-04-07,NE,192,1.289,17.385,,,
2009-04-07,N,88,608,8.261,,,
2009-04-07,SIN,1.305,8.666,118.471,,,
2009-04-08,SE/CO,788,6.037,73.107,,,
2009-04-08,S,232,1.752,20.738,,,
2009-04-08,NE,193,1.482,17.578,,,
2009-04-08,N,88,696,8.349,,,
2009-04-08,SIN,1.301,9.967,119.772,,,
2009-04-09,SE/CO,774,6.811,73.880,,,
2009-04-09,S,224,1.977,20.963,,,
2009-04-09,NE,185,1.666,17.762,,,
2009-04-09,N,85,781,8.434,,,
2009-04-09,SIN,1.268,11.234,121.039,,,
2009-04-10,SE/CO,626,7.436,74.506,,,
2009-04-10,S,161,2.137,21.123,,,
2009-04-10,NE,155,1.822,17.918,,,
2009-04-10,N,77,858,8.511,,,
2009-04-10,SIN,1.018,12.253,122.057,,,
2009-04-11,SE/CO,646,8.082,75.152,,,
2009-04-11,S,169,2.306,21.292,,,
2009-04-11,NE,162,1.983,18.079,,,
2009-04-11,N,80,938,8.591,,,
2009-04-11,SIN,1.056,13.309,123.114,,,
2009-04-12,SE/CO,603,8.686,75.755,,,
2009-04-12,S,154,2.460,21.446,,,
2009-04-12,NE,155,2.138,18.234,,,
2009-04-12,N,77,1.015,8.668,,,
2009-04-12,SIN,990,14.299,124.103,,,
2009-04-13,SE/CO,756,9.442,76.511,,,
2009-04-13,S,220,2.680,21.666,,,
2009-04-13,NE,176,2.314,18.410,,,
2009-04-13,N,84,1.099,8.752,,,
2009-04-13,SIN,1.236,15.535,125.339,,,
2009-04-14,SE/CO,780,10.221,77.291,,,
2009-04-14,S,232,2.911,21.897,,,
2009-04-14,NE,183,2.497,18.593,,,
2009-04-14,N,87,1.186,8.839,,,
2009-04-14,SIN,1.281,16.815,126.620,,,
2009-04-15,SE/CO,774,10.995,78.067,,,
2009-04-15,S,226,3.137,22.123,,,
2009-04-15,NE,182,2.679,18.775,,,
2009-04-15,N,88,1.274,8.927,,,
2009-04-15,SIN,1.270,18.085,127.891,,,
2009-04-16,SE/CO,760,11.756,78.827,,,
2009-04-16,S,227,3.363,22.349,,,
2009-04-16,NE,181,2.860,18.956,,,
2009-04-16,N,85,1.359,9.012,,,
2009-04-16,SIN,1.253,19.337,129.143,,,
2009-04-17,SE/CO,757,12.512,79.584,,,
2009-04-17,S,226,3.589,22.575,,,
2009-04-17,NE,182,3.042,19.138,,,
2009-04-17,N,85,1.444,9.097,,,
2009-04-17,SIN,1.250,20.587,130.393,,,
2009-04-18,SE/CO,684,13.197,80.268,,,
2009-04-18,S,197,3.785,22.771,,,
2009-04-18,NE,172,3.213,19.309,,,
2009-04-18,N,83,1.527,9.180,,,
2009-04-18,SIN,1.136,21.722,131.529,,,
2009-04-19,SE/CO,604,13.800,80.872,,,
2009-04-19,S,161,3.946,22.932,,,
2009-04-19,NE,155,3.369,19.465,,,
2009-04-19,N,80,1.607,9.260,,,
2009-04-19,SIN,1.000,22.722,132.529,,,
2009-04-20,SE/CO,691,14.492,81.563,,,
2009-04-20,S,195,4.141,23.127,,,
2009-04-20,NE,173,3.542,19.638,,,
2009-04-20,N,86,1.692,9.345,,,
2009-04-20,SIN,1.145,23.867,133.674,,,
2009-04-21,SE/CO,648,15.140,82.211,,,
2009-04-21,S,182,4.323,23.309,,,
2009-04-21,NE,163,3.704,19.800,,,
2009-04-21,N,82,1.774,9.427,,,
2009-04-21,SIN,1.075,24.942,134.748,,,
2009-04-22,SE/CO,743,15.883,82.954,,,
2009-04-22,S,215,4.538,23.524,,,
2009-04-22,NE,175,3.880,19.976,,,
2009-04-22,N,88,1.862,9.515,,,
2009-04-22,SIN,1.221,26.162,135.969,,,
2009-04-23,SE/CO,756,16.638,83.710,,,
2009-04-23,S,217,4.755,23.741,,,
2009-04-23,NE,179,4.059,20.155,,,
2009-04-23,N,89,1.951,9.604,,,
2009-04-23,SIN,1.241,27.403,137.210,,,
2009-04-24,SE/CO,759,17.392,84.463,,,
2009-04-24,S,218,4.973,23.959,,,
2009-04-24,NE,180,4.239,20.335,,,
2009-04-24,N,89,2.040,9.693,,,
2009-04-24,SIN,1.246,28.644,138.450,,,
2009-04-25,SE/CO,702,18.094,85.165,,,
2009-04-25,S,193,5.166,24.152,,,
2009-04-25,NE,173,4.412,20.508,,,
2009-04-25,N,88,2.127,9.780,,,
2009-04-25,SIN,1.156,29.799,139.606,,,
2009-04-26,SE/CO,617,18.711,85.782,,,
2009-04-26,S,161,5.327,24.313,,,
2009-04-26,NE,162,4.574,20.670,,,
2009-04-26,N,83,2.211,9.864,,,
2009-04-26,SIN,1.023,30.822,140.629,,,
2009-04-27,SE/CO,741,19.458,86.530,,,
2009-04-27,S,214,5.556,24.542,,,
2009-04-27,NE,183,4.757,20.853,,,
2009-04-27,N,89,2.299,9.952,,,
2009-04-27,SIN,1.227,32.071,141.877,,,
2009-04-28,SE/CO,756,20.214,87.286,,,
2009-04-28,S,220,5.777,24.763,,,
2009-04-28,NE,184,4.941,21.037,,,
2009-04-28,N,87,2.386,10.039,,,
2009-04-28,SIN,1.246,33.317,143.124,,,
2009-04-29,SE/CO,761,20.976,88.047,,,
2009-04-29,S,223,6.000,24.986,,,
2009-04-29,NE,181,5.122,21.218,,,
2009-04-29,N,87,2.472,10.125,,,
2009-04-29,SIN,1.252,34.569,144.376,,,
2009-04-30,SE/CO,755,21.731,88.802,,,
2009-04-30,S,218,6.217,25.203,,,
2009-04-30,NE,181,5.302,21.398,,,
2009-04-30,N,86,2.558,10.211,,,
2009-04-30,SIN,1.239,35.808,145.615,,,
2009-05-01,SE/CO,628,628,89.431,,,
2009-05-01,S,165,165,25.369,,,
2009-05-01,NE,155,155,21.554,,,
2009-05-01,N,81,81,10.292,,,
2009-05-01,SIN,1.030,1.030,146.645,,,
2009-05-02,SE/CO,629,1.257,90.059,,,
2009-05-02,S,167,333,25.536,,,
