tipo,data,submercado,GWhDia,GWhAcMes,GWhAcAno,MWhDia,MWhAcMes,MWhAcAno
Hidraulica,2017-03-29,Norte,"241,20","6.657,33","16.190,39",,,
Hidraulica,2017-03-29,Nordeste,"62,78","1.562,46","4.807,83",,,
Hidraulica,2017-03-29,Sul,"143,34","5.170,93","20.064,06",,,
Hidraulica,2017-03-29,Sudeste/Centro-Oeste,"621,16","17.140,07","52.360,53",,,
Hidraulica,2017-03-29,Itaipu,"226,64","6.925,97","21.400,01",,,
Hidraulica,2017-03-30,Norte,"230,71","6.888,05","16.421,10",,,
Hidraulica,2017-03-30,Nordeste,"54,15","1.616,61","4.861,98",,,
Hidraulica,2017-03-30,Sul,"155,65","5.326,58","20.219,71",,,
Hidraulica,2017-03-30,Sudeste/Centro-Oeste,"615,04","17.755,10","52.975,57",,,
Hidraulica,2017-03-30,Itaipu,"224,51","7.150,48","21.624,52",,,
Hidraulica,2017-03-31,Norte,"226,32","7.114,37","16.647,42",,,
Hidraulica,2017-03-31,Nordeste,"54,96","1.671,57","4.916,94",,,
Hidraulica,2017-03-31,Sul,"149,57","5.476,15","20.369,28",,,
Hidraulica,2017-03-31,Sudeste/Centro-Oeste,"607,46","18.362,57","53.583,03",,,
Hidraulica,2017-03-31,Itaipu,"224,44","7.374,92","21.848,95",,,
Hidraulica,2017-04-01,Norte,"215,93","215,93","16.863,35",,,
Hidraulica,2017-04-01,Nordeste,"48,20","48,20","4.965,14",,,
Hidraulica,2017-04-01,Sul,"87,01","87,01","20.456,29",,,
Hidraulica,2017-04-01,Sudeste/Centro-Oeste,"519,28","519,28","54.102,31",,,
Hidraulica,2017-04-01,Itaipu,"205,49","205,49","22.054,45",,,
Hidraulica,2017-04-02,Norte,"188,24","404,17","17.051,59",,,
Hidraulica,2017-04-02,Nordeste,"54,63","102,84","5.019,78",,,
Hidraulica,2017-04-02,Sul,"66,43","153,44","20.522,72",,,
Hidraulica,2017-04-02,Sudeste/Centro-Oeste,"465,78","985,06","54.568,08",,,
Hidraulica,2017-04-02,Itaipu,"192,79","398,28","22.247,24",,,
Hidraulica,2017-04-03,Norte,"193,67","597,84","17.245,26",,,
Hidraulica,2017-04-03,Nordeste,"44,84","147,68","5.064,62",,,
Hidraulica,2017-04-03,Sul,"142,89","296,33","20.665,61",,,
Hidraulica,2017-04-03,Sudeste/Centro-Oeste,"572,33","1.557,38","55.140,41",,,
Hidraulica,2017-04-03,Itaipu,"216,68","614,96","22.463,92",,,
Hidraulica,2017-04-04,Norte,"209,83","807,67","17.455,09",,,
Hidraulica,2017-04-04,Nordeste,"50,58","198,25","5.115,19",,,
Hidraulica,2017-04-04,Sul,"155,53","451,86","20.821,14",,,
Hidraulica,2017-04-04,Sudeste/Centro-Oeste,"578,60","2.135,98","55.719,01",,,
Hidraulica,2017-04-04,Itaipu,"225,08","840,04","22.689,00",,,
Hidraulica,2017-04-05,Norte,"195,10","1.002,77","17.650,19",,,
Hidraulica,2017-04-05,Nordeste,"55,32","253,57","5.170,51",,,
Hidraulica,2017-04-05,Sul,"157,60","609,46","20.978,74",,,
Hidraulica,2017-04-05,Sudeste/Centro-Oeste,"597,24","2.733,22","56.316,25",,,
Hidraulica,2017-04-05,Itaipu,"228,28","1.068,32","22.917,28",,,
Hidraulica,2017-04-06,Norte,"200,52","1.203,30","17.850,72",,,
Hidraulica,2017-04-06,Nordeste,"54,75","308,32","5.225,26",,,
Hidraulica,2017-04-06,Sul,"158,35","767,80","21.137,09",,,
Hidraulica,2017-04-06,Sudeste/Centro-Oeste,"613,00","3.346,22","56.929,24",,,
Hidraulica,2017-04-06,Itaipu,"217,39","1.285,72","23.134,67",,,
Hidraulica,2017-04-07,Norte,"219,98","1.423,28","18.070,70",,,
Hidraulica,2017-04-07,Nordeste,"57,48","365,80","5.282,74",,,
Hidraulica,2017-04-07,Sul,"165,68","933,48","21.302,76",,,
Hidraulica,2017-04-07,Sudeste/Centro-Oeste,"576,35","3.922,57","57.505,60",,,
Hidraulica,2017-04-07,Itaipu,"212,54","1.498,25","23.347,21",,,
Hidraulica,2017-04-08,Norte,"221,41","1.644,68","18.292,10",,,
Hidraulica,2017-04-08,Nordeste,"50,21","416,01","5.332,95",,,
Hidraulica,2017-04-08,Sul,"104,25","1.037,73","21.407,01",,,
Hidraulica,2017-04-08,Sudeste/Centro-Oeste,"520,93","4.443,50","58.026,53",,,
Hidraulica,2017-04-08,Itaipu,"192,96","1.691,22","23.540,17",,,
Hidraulica,2017-04-09,Norte,"210,39","1.855,07","18.502,50",,,
Hidraulica,2017-04-09,Nordeste,"53,25","469,26","5.386,20",,,
Hidraulica,2017-04-09,Sul,"68,00","1.105,73","21.475,01",,,
