data,submercado,GWhDia,GWhAcMes,GWhAcAno,MWhDia,MWhAcMes,MWhAcAno
2005-11-29,N,79,2.229,24.699,,,
2005-11-29,SIN,1.185,31.959,364.995,,,
2005-11-30,SE/CO,735,20.349,227.438,,,
2005-11-30,S,215,5.484,60.452,,,
2005-11-30,NE,170,5.017,53.525,,,
2005-11-30,N,80,2.309,24.779,,,
2005-11-30,SIN,1.199,33.159,366.194,,,
2005-12-01,SE/CO,742,742,228.201,,,
2005-12-01,S,207,207,60.658,,,
2005-12-01,NE,172,172,53.697,,,
2005-12-01,N,81,81,24.860,,,
2005-12-01,SIN,1.202,1.202,367.416,,,
2005-12-02,SE/CO,735,1.476,228.935,,,
2005-12-02,S,199,406,60.857,,,
2005-12-02,NE,173,346,53.871,,,
2005-12-02,N,80,161,24.940,,,
2005-12-02,SIN,1.187,2.389,368.603,,,
2005-12-03,SE/CO,641,2.118,229.577,,,
2005-12-03,S,174,580,61.031,,,
2005-12-03,NE,166,511,54.037,,,
2005-12-03,N,77,238,25.017,,,
2005-12-03,SIN,1.058,3.447,369.661,,,
2005-12-04,SE/CO,573,2.691,230.150,,,
2005-12-04,S,150,729,61.181,,,
2005-12-04,NE,151,662,54.187,,,
2005-12-04,N,74,312,25.091,,,
2005-12-04,SIN,948,4.395,370.609,,,
2005-12-05,SE/CO,704,3.395,230.854,,,
2005-12-05,S,198,927,61.378,,,
2005-12-05,NE,166,829,54.354,,,
2005-12-05,N,78,390,25.169,,,
2005-12-05,SIN,1.146,5.541,371.755,,,
2005-12-06,SE/CO,735,4.130,231.589,,,
2005-12-06,S,198,1.125,61.577,,,
2005-12-06,NE,166,995,54.520,,,
2005-12-06,N,78,468,25.247,,,
2005-12-06,SIN,1.178,6.718,372.932,,,
2005-12-07,SE/CO,713,4.843,232.302,,,
2005-12-07,S,195,1.320,61.771,,,
2005-12-07,NE,169,1.164,54.689,,,
2005-12-07,N,78,546,25.325,,,
2005-12-07,SIN,1.154,7.873,374.087,,,
2005-12-08,SE/CO,692,5.535,232.994,,,
2005-12-08,S,197,1.517,61.968,,,
2005-12-08,NE,164,1.327,54.852,,,
2005-12-08,N,76,622,25.401,,,
2005-12-08,SIN,1.128,9.001,375.215,,,
2005-12-09,SE/CO,713,6.248,233.707,,,
2005-12-09,S,207,1.724,62.175,,,
2005-12-09,NE,168,1.495,55.020,,,
2005-12-09,N,79,701,25.480,,,
2005-12-09,SIN,1.166,10.167,376.381,,,
2005-12-10,SE/CO,675,6.923,234.382,,,
2005-12-10,S,181,1.905,62.356,,,
2005-12-10,NE,162,1.657,55.182,,,
2005-12-10,N,75,776,25.555,,,
2005-12-10,SIN,1.093,11.260,377.474,,,
2005-12-11,SE/CO,595,7.518,234.977,,,
2005-12-11,S,149,2.053,62.504,,,
2005-12-11,NE,150,1.807,55.332,,,
2005-12-11,N,74,849,25.628,,,
2005-12-11,SIN,968,12.228,378.442,,,
2005-12-12,SE/CO,694,8.213,235.672,,,
2005-12-12,S,193,2.246,62.698,,,
2005-12-12,NE,168,1.975,55.500,,,
2005-12-12,N,79,928,25.707,,,
2005-12-12,SIN,1.134,13.362,379.576,,,
2005-12-13,SE/CO,707,8.920,236.379,,,
2005-12-13,S,203,2.449,62.901,,,
2005-12-13,NE,171,2.146,55.671,,,
2005-12-13,N,80,1.008,25.786,,,
2005-12-13,SIN,1.161,14.523,380.737,,,
2005-12-14,SE/CO,713,9.632,237.091,,,
2005-12-14,S,205,2.654,63.106,,,
2005-12-14,NE,173,2.319,55.844,,,
2005-12-14,N,80,1.088,25.866,,,
2005-12-14,SIN,1.170,15.693,381.907,,,
2005-12-15,SE/CO,709,10.342,237.801,,,
2005-12-15,S,208,2.862,63.314,,,
2005-12-15,NE,173,2.491,56.016,,,
2005-12-15,N,78,1.166,25.945,,,
2005-12-15,SIN,1.168,16.861,383.075,,,
2005-12-16,SE/CO,714,11.056,238.515,,,
2005-12-16,S,210,3.072,63.524,,,
2005-12-16,NE,174,2.665,56.190,,,
2005-12-16,N,78,1.244,26.023,,,
2005-12-16,SIN,1.176,18.037,384.251,,,
2005-12-17,SE/CO,657,11.713,239.172,,,
2005-12-17,S,180,3.253,63.704,,,
2005-12-17,NE,165,2.830,56.355,,,
2005-12-17,N,76,1.320,26.099,,,
2005-12-17,SIN,1.079,19.115,385.329,,,
2005-12-18,SE/CO,602,12.314,239.773,,,
2005-12-18,S,155,3.407,63.859,,,
2005-12-18,NE,153,2.983,56.508,,,
2005-12-18,N,74,1.394,26.173,,,
2005-12-18,SIN,984,20.099,386.313,,,
2005-12-19,SE/CO,700,13.014,240.473,,,
2005-12-19,S,201,3.608,64.059,,,
2005-12-19,NE,172,3.155,56.680,,,
2005-12-19,N,80,1.474,26.253,,,
2005-12-19,SIN,1.152,21.251,387.465,,,
2005-12-20,SE/CO,724,13.738,241.197,,,
2005-12-20,S,203,3.811,64.262,,,
2005-12-20,NE,173,3.328,56.853,,,
2005-12-20,N,77,1.551,26.330,,,
2005-12-20,SIN,1.177,22.428,388.642,,,
2005-12-21,SE/CO,722,14.460,241.919,,,
2005-12-21,S,201,4.012,64.464,,,
2005-12-21,NE,174,3.502,57.027,,,
2005-12-21,N,78,1.630,26.409,,,
2005-12-21,SIN,1.176,23.604,389.818,,,
2005-12-22,SE/CO,721,15.181,242.640,,,
2005-12-22,S,204,4.216,64.667,,,
2005-12-22,NE,173,3.674,57.199,,,
2005-12-22,N,79,1.709,26.487,,,
2005-12-22,SIN,1.176,24.780,390.994,,,
2005-12-23,SE/CO,707,15.889,243.348,,,
2005-12-23,S,195,4.411,64.863,,,
2005-12-23,NE,169,3.844,57.369,,,
2005-12-23,N,78,1.787,26.565,,,
2005-12-23,SIN,1.150,25.930,392.144,,,
2005-12-24,SE/CO,628,16.517,243.976,,,
2005-12-24,S,159,4.570,65.022,,,
2005-12-24,NE,158,4.002,57.527,,,
2005-12-24,N,76,1.862,26.641,,,
2005-12-24,SIN,1.021,26.951,393.165,,,
2005-12-25,SE/CO,540,17.057,244.516,,,
2005-12-25,S,131,4.701,65.153,,,
2005-12-25,NE,141,4.143,57.668,,,
2005-12-25,N,74,1.936,26.715,,,
2005-12-25,SIN,886,27.837,394.051,,,
2005-12-26,SE/CO,640,17.697,245.156,,,
2005-12-26,S,165,4.867,65.318,,,
2005-12-26,NE,165,4.307,57.832,,,
2005-12-26,N,77,2.013,26.792,,,
2005-12-26,SIN,1.047,28.884,395.098,,,
2005-12-27,SE/CO,668,18.365,245.824,,,
2005-12-27,S,180,5.046,65.498,,,
2005-12-27,NE,169,4.476,58.001,,,
2005-12-27,N,78,2.091,26.870,,,
2005-12-27,SIN,1.095,29.979,396.193,,,
2005-12-28,SE/CO,668,19.034,246.469,,,
2005-12-28,S,183,5.229,65.681,,,
2005-12-28,NE,165,4.642,58.167,,,
2005-12-28,N,75,2.167,26.945,,,
2005-12-28,SIN,1.092,31.071,397.263,,,
2005-12-29,SE/CO,667,19.709,247.144,,,
2005-12-29,S,182,5.413,65.865,,,
2005-12-29,NE,165,4.807,58.332,,,
2005-12-29,N,75,2.242,27.021,,,
2005-12-29,SIN,1.090,32.171,398.362,,,
2005-12-30,SE/CO,652,20.361,247.797,,,
2005-12-30,S,178,5.592,66.044,,,
2005-12-30,NE,162,4.969,58.494,,,
2005-12-30,N,76,2.318,27.096,,,
2005-12-30,SIN,1.068,33.240,399.431,,,
2005-12-31,SE/CO,592,20.954,248.389,,,
2005-12-31,S,155,5.747,66.199,,,
2005-12-31,NE,153,5.122,58.647,,,
2005-12-31,N,75,2.392,27.171,,,
2005-12-31,SIN,975,34.215,400.406,,,
2006-01-01,SE/CO,531,531,531,,,
2006-01-01,S,132,132,132,,,
2006-01-01,NE,136,136,136,,,
2006-01-01,N,72,72,72,,,
2006-01-01,SIN,871,871,871,,,
2006-01-02,SE/CO,648,1.180,1.180,,,
2006-01-02,S,172,304,304,,,
2006-01-02,NE,159,295,295,,,
2006-01-02,N,76,148,148,,,
2006-01-02,SIN,1.054,1.927,1.927,,,
2006-01-03,SE/CO,692,1.871,1.871,,,
2006-01-03,S,188,492,492,,,
2006-01-03,NE,168,463,463,,,
2006-01-03,N,78,226,226,,,
2006-01-03,SIN,1.125,3.052,3.052,,,
2006-01-04,SE/CO,700,2.571,2.571,,,
2006-01-04,S,193,685,685,,,
2006-01-04,NE,169,631,631,,,
2006-01-04,N,78,304,304,,,
2006-01-04,SIN,1.139,4.192,4.192,,,
2006-01-05,SE/CO,689,3.260,3.260,,,
2006-01-05,S,196,882,882,,,
2006-01-05,NE,168,799,799,,,
2006-01-05,N,77,381,381,,,
2006-01-05,SIN,1.131,5.322,5.322,,,
2006-01-06,SE/CO,693,3.953,3.953,,,
2006-01-06,S,199,1.081,1.081,,,
2006-01-06,NE,168,967,967,,,
2006-01-06,N,76,458,458,,,
2006-01-06,SIN,1.136,6.459,6.459,,,
2006-01-07,SE/CO,641,4.595,4.595,,,
2006-01-07,S,184,1.264,1.264,,,
2006-01-07,NE,162,1.129,1.129,,,
2006-01-07,N,75,533,533,,,
2006-01-07,SIN,1.062,7.521,7.521,,,
2006-01-08,SE/CO,588,5.183,5.183,,,
2006-01-08,S,163,1.427,1.427,,,
2006-01-08,NE,149,1.278,1.278,,,
2006-01-08,N,73,606,606,,,
2006-01-08,SIN,973,8.494,8.494,,,
2006-01-09,SE/CO,709,5.891,5.891,,,
2006-01-09,S,209,1.636,1.636,,,
2006-01-09,NE,168,1.446,1.446,,,
2006-01-09,N,76,682,682,,,
2006-01-09,SIN,1.162,9.656,9.656,,,
2006-01-10,SE/CO,733,6.625,6.625,,,
2006-01-10,S,218,1.854,1.854,,,
2006-01-10,NE,169,1.615,1.615,,,
2006-01-10,N,76,758,758,,,
2006-01-10,SIN,1.197,10.853,10.853,,,
2006-01-11,SE/CO,742,7.367,7.367,,,
2006-01-11,S,220,2.074,2.074,,,
2006-01-11,NE,171,1.786,1.786,,,
2006-01-11,N,78,836,836,,,
2006-01-11,SIN,1.211,12.063,12.063,,,
2006-01-12,SE/CO,742,8.109,8.109,,,
2006-01-12,S,220,2.294,2.294,,,
2006-01-12,NE,172,1.958,1.958,,,
2006-01-12,N,78,914,914,,,
2006-01-12,SIN,1.211,13.275,13.275,,,
2006-01-13,SE/CO,745,8.854,8.854,,,
2006-01-13,S,218,2.511,2.511,,,
2006-01-13,NE,173,2.131,2.131,,,
2006-01-13,N,79,993,993,,,
2006-01-13,SIN,1.215,14.489,14.489,,,
2006-01-14,SE/CO,685,9.539,9.539,,,
2006-01-14,S,190,2.701,2.701,,,
2006-01-14,NE,163,2.294,2.294,,,
2006-01-14,N,76,1.069,1.069,,,
2006-01-14,SIN,1.115,15.604,15.604,,,
2006-01-15,SE/CO,617,10.156,10.156,,,
2006-01-15,S,167,2.868,2.868,,,
2006-01-15,NE,149,2.443,2.443,,,
2006-01-15,N,74,1.144,1.144,,,
2006-01-15,SIN,1.006,16.610,16.610,,,
2006-01-16,SE/CO,743,10.898,10.898,,,
2006-01-16,S,215,3.083,3.083,,,
2006-01-16,NE,168,2.611,2.611,,,
2006-01-16,N,79,1.223,1.223,,,
2006-01-16,SIN,1.205,17.815,17.815,,,
2006-01-17,SE/CO,762,11.660,11.660,,,
2006-01-17,S,214,3.297,3.297,,,
2006-01-17,NE,173,2.783,2.783,,,
2006-01-17,N,79,1.302,1.302,,,
2006-01-17,SIN,1.227,19.042,19.042,,,
2006-01-18,SE/CO,763,12.423,12.423,,,
2006-01-18,S,204,3.501,3.501,,,
2006-01-18,NE,174,2.957,2.957,,,
2006-01-18,N,79,1.381,1.381,,,
2006-01-18,SIN,1.220,20.262,20.262,,,
2006-01-19,SE/CO,759,13.182,13.182,,,
2006-01-19,S,206,3.707,3.707,,,
2006-01-19,NE,172,3.129,3.129,,,
2006-01-19,N,79,1.460,1.460,,,
2006-01-19,SIN,1.216,21.479,21.479,,,
2006-01-20,SE/CO,751,13.933,13.933,,,
2006-01-20,S,208,3.916,3.916,,,
2006-01-20,NE,171,3.300,3.300,,,
2006-01-20,N,79,1.539,1.539,,,
2006-01-20,SIN,1.208,22.687,22.687,,,
2006-01-21,SE/CO,697,14.631,14.631,,,
2006-01-21,S,184,4.099,4.099,,,
2006-01-21,NE,163,3.463,3.463,,,
2006-01-21,N,76,1.615,1.615,,,
2006-01-21,SIN,1.121,23.807,23.807,,,
2006-01-22,SE/CO,634,15.265,15.265,,,
2006-01-22,S,155,4.254,4.254,,,
2006-01-22,NE,149,3.612,3.612,,,
2006-01-22,N,75,1.690,1.690,,,
2006-01-22,SIN,1.013,24.821,24.821,,,
2006-01-23,SE/CO,765,16.032,16.032,,,
2006-01-23,S,198,4.453,4.453,,,
2006-01-23,NE,168,3.780,3.780,,,
2006-01-23,N,81,1.770,1.770,,,
2006-01-23,SIN,1.212,26.035,26.035,,,
2006-01-24,SE/CO,774,16.807,16.807,,,
2006-01-24,S,205,4.657,4.657,,,
2006-01-24,NE,174,3.953,3.953,,,
2006-01-24,N,80,1.851,1.851,,,
2006-01-24,SIN,1.233,27.268,27.268,,,
2006-01-25,SE/CO,768,17.574,17.574,,,
2006-01-25,S,205,4.862,4.862,,,
2006-01-25,NE,176,4.129,4.129,,,
2006-01-25,N,80,1.931,1.931,,,
2006-01-25,SIN,1.229,28.497,28.497,,,
2006-01-26,SE/CO,780,18.354,18.354,,,
2006-01-26,S,205,5.068,5.068,,,
2006-01-26,NE,178,4.307,4.307,,,
2006-01-26,N,81,2.012,2.012,,,
2006-01-26,SIN,1.244,29.741,29.741,,,
2006-01-27,SE/CO,770,19.124,19.124,,,
2006-01-27,S,207,5.275,5.275,,,
2006-01-27,NE,180,4.487,4.487,,,
2006-01-27,N,81,2.093,2.093,,,
2006-01-27,SIN,1.238,30.979,30.979,,,
2006-01-28,SE/CO,684,19.808,19.808,,,
2006-01-28,S,183,5.457,5.457,,,
2006-01-28,NE,169,4.656,4.656,,,
2006-01-28,N,79,2.172,2.172,,,
2006-01-28,SIN,1.115,32.094,32.094,,,
2006-01-29,SE/CO,612,20.420,20.420,,,
2006-01-29,S,156,5.614,5.614,,,
2006-01-29,NE,153,4.810,4.810,,,
2006-01-29,N,76,2.248,2.248,,,
2006-01-29,SIN,998,33.092,33.092,,,
2006-01-30,SE/CO,720,21.140,21.140,,,
2006-01-30,S,207,5.821,5.821,,,
2006-01-30,NE,173,4.982,4.982,,,
2006-01-30,N,81,2.330,2.330,,,
2006-01-30,SIN,1.181,34.273,34.273,,,
2006-01-31,SE/CO,741,21.882,21.882,,,
2006-01-31,S,214,6.035,6.035,,,
2006-01-31,NE,175,5.158,5.158,,,
2006-01-31,N,82,2.412,2.412,,,
2006-01-31,SIN,1.213,35.486,35.486,,,
2006-02-01,SE/CO,736,736,22.618,,,
2006-02-01,S,213,213,6.248,,,
2006-02-01,NE,175,175,5.332,,,
2006-02-01,N,81,81,2.493,,,
2006-02-01,SIN,1.205,1.205,36.691,,,
2006-02-02,SE/CO,743,1.480,23.361,,,
2006-02-02,S,213,426,6.460,,,
2006-02-02,NE,173,348,5.506,,,
2006-02-02,N,82,163,2.575,,,
2006-02-02,SIN,1.211,2.416,37.902,,,
2006-02-03,SE/CO,751,2.230,24.112,,,
2006-02-03,S,221,647,6.681,,,
2006-02-03,NE,175,523,5.681,,,
2006-02-03,N,82,245,2.657,,,
2006-02-03,SIN,1.228,3.645,39.131,,,
2006-02-04,SE/CO,694,2.924,24.806,,,
2006-02-04,S,196,843,6.878,,,
2006-02-04,NE,166,689,5.847,,,
2006-02-04,N,79,323,2.736,,,
2006-02-04,SIN,1.135,4.780,40.266,,,
2006-02-05,SE/CO,630,3.554,25.436,,,
2006-02-05,S,167,1.010,7.044,,,
2006-02-05,NE,153,842,6.000,,,
2006-02-05,N,76,400,2.812,,,
2006-02-05,SIN,1.026,5.806,41.292,,,
2006-02-06,SE/CO,766,4.320,26.202,,,
2006-02-06,S,212,1.222,7.257,,,
2006-02-06,NE,172,1.014,6.172,,,
2006-02-06,N,80,479,2.891,,,
2006-02-06,SIN,1.231,7.036,42.522,,,
2006-02-07,SE/CO,788,5.108,26.990,,,
2006-02-07,S,212,1.435,7.469,,,
2006-02-07,NE,176,1.190,6.348,,,
2006-02-07,N,81,560,2.972,,,
2006-02-07,SIN,1.256,8.293,43.779,,,
2006-02-08,SE/CO,789,5.897,27.778,,,
2006-02-08,S,212,1.646,7.681,,,
2006-02-08,NE,178,1.368,6.525,,,
2006-02-08,N,81,641,3.053,,,
2006-02-08,SIN,1.259,9.551,45.037,,,
2006-02-09,SE/CO,777,6.674,28.555,,,
2006-02-09,S,212,1.858,7.893,,,
2006-02-09,NE,179,1.546,6.704,,,
2006-02-09,N,83,723,3.135,,,
2006-02-09,SIN,1.250,10.801,46.287,,,
2006-02-10,SE/CO,771,7.445,29.327,,,
2006-02-10,S,208,2.066,8.100,,,
2006-02-10,NE,178,1.724,6.882,,,
2006-02-10,N,82,805,3.217,,,
2006-02-10,SIN,1.239,12.040,47.526,,,
2006-02-11,SE/CO,682,8.127,30.008,,,
2006-02-11,S,180,2.245,8.280,,,
2006-02-11,NE,168,1.892,7.050,,,
2006-02-11,N,78,884,3.296,,,
2006-02-11,SIN,1.107,13.148,48.634,,,
2006-02-12,SE/CO,603,8.730,30.611,,,
2006-02-12,S,154,2.400,8.434,,,
2006-02-12,NE,153,2.046,7.203,,,
2006-02-12,N,76,959,3.371,,,
2006-02-12,SIN,987,14.134,49.620,,,
2006-02-13,SE/CO,723,9.452,31.334,,,
2006-02-13,S,206,2.605,8.640,,,
2006-02-13,NE,173,2.219,7.376,,,
2006-02-13,N,80,1.039,3.451,,,
2006-02-13,SIN,1.181,15.315,50.801,,,
2006-02-14,SE/CO,752,10.205,32.086,,,
2006-02-14,S,214,2.820,8.854,,,
2006-02-14,NE,177,2.395,7.553,,,
2006-02-14,N,79,1.118,3.530,,,
2006-02-14,SIN,1.222,16.538,52.024,,,
2006-02-15,SE/CO,757,10.962,32.843,,,
2006-02-15,S,216,3.035,9.070,,,
2006-02-15,NE,175,2.570,7.728,,,
2006-02-15,N,82,1.199,3.612,,,
2006-02-15,SIN,1.229,17.767,53.253,,,
2006-02-16,SE/CO,751,11.713,33.594,,,
2006-02-16,S,213,3.248,9.283,,,
2006-02-16,NE,173,2.744,7.901,,,
2006-02-16,N,81,1.280,3.693,,,
2006-02-16,SIN,1.218,18.985,54.471,,,
2006-02-17,SE/CO,762,12.475,34.356,,,
2006-02-17,S,213,3.461,9.497,,,
2006-02-17,NE,173,2.917,8.075,,,
2006-02-17,N,80,1.361,3.773,,,
2006-02-17,SIN,1.229,20.214,55.700,,,
2006-02-18,SE/CO,699,13.174,35.055,,,
2006-02-18,S,189,3.651,9.686,,,
2006-02-18,NE,164,3.081,8.239,,,
2006-02-18,N,78,1.439,3.851,,,
2006-02-18,SIN,1.131,21.345,56.831,,,
2006-02-19,SE/CO,632,13.806,35.687,,,
2006-02-19,S,158,3.809,9.844,,,
2006-02-19,NE,152,3.233,8.391,,,
2006-02-19,N,74,1.513,3.925,,,
2006-02-19,SIN,1.017,22.362,57.848,,,
2006-02-20,SE/CO,765,14.571,36.452,,,
2006-02-20,S,206,4.015,10.050,,,
2006-02-20,NE,173,3.406,8.564,,,
2006-02-20,N,79,1.592,4.004,,,
2006-02-20,SIN,1.222,23.584,59.070,,,
2006-02-21,SE/CO,780,15.351,37.233,,,
2006-02-21,S,212,4.227,10.262,,,
2006-02-21,NE,175,3.582,8.739,,,
2006-02-21,N,78,1.670,4.082,,,
2006-02-21,SIN,1.246,24.831,60.317,,,
2006-02-22,SE/CO,765,16.116,37.997,,,
2006-02-22,S,215,4.442,10.477,,,
2006-02-22,NE,175,3.757,8.914,,,
2006-02-22,N,78,1.749,4.161,,,
2006-02-22,SIN,1.234,26.063,61.549,,,
2006-02-23,SE/CO,771,16.887,38.768,,,
2006-02-23,S,216,4.658,10.693,,,
2006-02-23,NE,175,3.932,9.089,,,
2006-02-23,N,80,1.828,4.240,,,
2006-02-23,SIN,1.242,27.305,62.791,,,
2006-02-24,SE/CO,768,17.655,39.536,,,
2006-02-24,S,212,4.871,10.906,,,
2006-02-24,NE,172,4.104,9.262,,,
2006-02-24,N,80,1.908,4.320,,,
2006-02-24,SIN,1.232,28.538,64.024,,,
2006-02-25,SE/CO,691,18.346,40.227,,,
2006-02-25,S,177,5.048,11.083,,,
2006-02-25,NE,162,4.266,9.424,,,
2006-02-25,N,77,1.985,4.397,,,
2006-02-25,SIN,1.107,29.645,65.131,,,
2006-02-26,SE/CO,612,18.958,40.839,,,
2006-02-26,S,150,5.198,11.233,,,
2006-02-26,NE,150,4.416,9.574,,,
2006-02-26,N,74,2.059,4.471,,,
2006-02-26,SIN,986,30.631,66.117,,,
2006-02-27,SE/CO,653,19.611,41.492,,,
2006-02-27,S,182,5.380,11.415,,,
2006-02-27,NE,151,4.567,9.725,,,
2006-02-27,N,76,2.134,4.546,,,
2006-02-27,SIN,1.062,31.693,67.179,,,
2006-02-28,SE/CO,643,20.254,42.135,,,
2006-02-28,S,183,5.564,11.599,,,
2006-02-28,NE,151,4.718,9.876,,,
2006-02-28,N,74,2.208,4.620,,,
2006-02-28,SIN,1.051,32.744,68.230,,,
2006-03-01,SE/CO,724,724,42.859,,,
2006-03-01,S,208,208,11.807,,,
2006-03-01,NE,160,160,10.036,,,
2006-03-01,N,77,77,4.696,,,
2006-03-01,SIN,1.169,1.169,69.399,,,
2006-03-02,SE/CO,767,1.491,43.626,,,
2006-03-02,S,215,423,12.022,,,
2006-03-02,NE,171,331,10.207,,,
2006-03-02,N,77,154,4.773,,,
2006-03-02,SIN,1.230,2.399,70.628,,,
2006-03-03,SE/CO,780,2.270,44.406,,,
2006-03-03,S,216,639,12.238,,,
2006-03-03,NE,172,503,10.379,,,
2006-03-03,N,80,233,4.853,,,
2006-03-03,SIN,1.248,3.646,71.876,,,
2006-03-04,SE/CO,716,2.987,45.122,,,
2006-03-04,S,187,826,12.425,,,
2006-03-04,NE,166,669,10.545,,,
2006-03-04,N,78,311,4.930,,,
2006-03-04,SIN,1.147,4.793,73.023,,,
2006-03-05,SE/CO,640,3.626,45.762,,,
2006-03-05,S,155,981,12.580,,,
2006-03-05,NE,154,823,10.699,,,
2006-03-05,N,76,386,5.006,,,
2006-03-05,SIN,1.024,5.817,74.047,,,
2006-03-06,SE/CO,755,4.381,46.517,,,
2006-03-06,S,204,1.185,12.784,,,
2006-03-06,NE,175,998,10.874,,,
2006-03-06,N,81,467,5.087,,,
2006-03-06,SIN,1.215,7.032,75.262,,,
2006-03-07,SE/CO,755,5.139,47.274,,,
2006-03-07,S,212,1.398,12.997,,,
2006-03-07,NE,176,1.174,11.050,,,
2006-03-07,N,81,548,5.168,,,
2006-03-07,SIN,1.225,8.259,76.489,,,
2006-03-08,SE/CO,763,5.902,48.038,,,
2006-03-08,S,219,1.617,13.216,,,
2006-03-08,NE,175,1.350,11.226,,,
2006-03-08,N,80,629,5.248,,,
2006-03-08,SIN,1.238,9.497,77.728,,,
2006-03-09,SE/CO,773,6.674,48.811,,,
2006-03-09,S,221,1.837,13.436,,,
2006-03-09,NE,175,1.525,11.401,,,
2006-03-09,N,81,709,5.329,,,
2006-03-09,SIN,1.249,10.746,78.977,,,
2006-03-10,SE/CO,774,7.448,49.584,,,
2006-03-10,S,213,2.050,13.649,,,
2006-03-10,NE,175,1.700,11.576,,,
2006-03-10,N,81,791,5.410,,,
2006-03-10,SIN,1.243,11.989,80.220,,,
2006-03-11,SE/CO,687,8.135,50.271,,,
2006-03-11,S,181,2.232,13.830,,,
2006-03-11,NE,164,1.864,11.740,,,
2006-03-11,N,76,867,5.486,,,
2006-03-11,SIN,1.108,13.097,81.328,,,
2006-03-12,SE/CO,612,8.746,50.883,,,
2006-03-12,S,154,2.385,13.984,,,
2006-03-12,NE,151,2.015,11.891,,,
2006-03-12,N,75,941,5.561,,,
2006-03-12,SIN,991,14.088,82.318,,,
2006-03-13,SE/CO,732,9.478,51.614,,,
2006-03-13,S,207,2.592,14.191,,,
2006-03-13,NE,168,2.183,12.058,,,
2006-03-13,N,80,1.022,5.642,,,
2006-03-13,SIN,1.187,15.275,83.506,,,
2006-03-14,SE/CO,760,10.238,52.374,,,
2006-03-14,S,217,2.810,14.408,,,
2006-03-14,NE,171,2.354,12.229,,,
2006-03-14,N,81,1.103,5.723,,,
2006-03-14,SIN,1.229,16.504,84.735,,,
2006-03-15,SE/CO,762,11.000,53.137,,,
2006-03-15,S,220,3.030,14.628,,,
2006-03-15,NE,171,2.525,12.401,,,
2006-03-15,N,81,1.184,5.804,,,
2006-03-15,SIN,1.235,17.739,85.970,,,
2006-03-16,SE/CO,767,11.768,53.904,,,
2006-03-16,S,225,3.254,14.853,,,
2006-03-16,NE,173,2.697,12.573,,,
2006-03-16,N,82,1.267,5.886,,,
2006-03-16,SIN,1.247,18.986,87.217,,,
2006-03-17,SE/CO,769,12.537,54.679,,,
2006-03-17,S,227,3.481,15.081,,,
2006-03-17,NE,174,2.871,12.747,,,
2006-03-17,N,82,1.349,5.968,,,
2006-03-17,SIN,1.252,20.238,88.475,,,
2006-03-18,SE/CO,704,13.241,55.383,,,
2006-03-18,S,199,3.680,15.279,,,
2006-03-18,NE,163,3.034,12.910,,,
2006-03-18,N,78,1.427,6.047,,,
2006-03-18,SIN,1.144,21.382,89.619,,,
2006-03-19,SE/CO,625,13.866,56.007,,,
2006-03-19,S,166,3.846,15.445,,,
2006-03-19,NE,149,3.184,13.059,,,
2006-03-19,N,75,1.502,6.122,,,
2006-03-19,SIN,1.014,22.397,90.634,,,
2006-03-20,SE/CO,753,14.619,56.761,,,
2006-03-20,S,213,4.059,15.658,,,
2006-03-20,NE,165,3.349,13.224,,,
2006-03-20,N,80,1.583,6.202,,,
2006-03-20,SIN,1.212,23.609,91.846,,,
2006-03-21,SE/CO,772,15.391,57.533,,,
2006-03-21,S,214,4.273,15.873,,,
2006-03-21,NE,170,3.519,13.395,,,
2006-03-21,N,81,1.664,6.284,,,
2006-03-21,SIN,1.238,24.847,93.084,,,
2006-03-22,SE/CO,777,16.167,58.309,,,
2006-03-22,S,216,4.490,16.089,,,
2006-03-22,NE,171,3.690,13.566,,,
2006-03-22,N,81,1.745,6.365,,,
2006-03-22,SIN,1.246,26.092,94.329,,,
2006-03-23,SE/CO,775,16.943,59.085,,,
2006-03-23,S,215,4.704,16.303,,,
2006-03-23,NE,170,3.860,13.736,,,
2006-03-23,N,81,1.826,6.446,,,
2006-03-23,SIN,1.241,27.333,95.570,,,
2006-03-24,SE/CO,783,17.725,59.867,,,
2006-03-24,S,217,4.921,16.520,,,
2006-03-24,NE,168,4.028,13.904,,,
2006-03-24,N,81,1.907,6.527,,,
2006-03-24,SIN,1.248,28.581,96.818,,,
2006-03-25,SE/CO,715,18.440,60.582,,,
2006-03-25,S,185,5.106,16.705,,,
2006-03-25,NE,159,4.187,14.063,,,
2006-03-25,N,78,1.985,6.605,,,
2006-03-25,SIN,1.137,29.719,97.955,,,
2006-03-26,SE/CO,622,19.062,61.204,,,
2006-03-26,S,149,5.255,16.854,,,
2006-03-26,NE,149,4.337,14.213,,,
2006-03-26,N,75,2.060,6.680,,,
2006-03-26,SIN,995,30.714,98.951,,,
2006-03-27,SE/CO,732,19.794,61.936,,,
2006-03-27,S,196,5.451,17.050,,,
2006-03-27,NE,170,4.507,14.383,,,
2006-03-27,N,80,2.140,6.760,,,
2006-03-27,SIN,1.179,31.893,100.129,,,
2006-03-28,SE/CO,756,20.551,62.693,,,
2006-03-28,S,207,5.658,17.257,,,
2006-03-28,NE,173,4.680,14.556,,,
2006-03-28,N,80,2.220,6.840,,,
2006-03-28,SIN,1.216,33.109,101.346,,,
