data,submercado,GWhDia,GWhAcMes,GWhAcAno,MWhDia,MWhAcMes,MWhAcAno
2006-07-26,SE/CO,732,17.919,145.333,,,
2006-07-26,S,201,4.772,39.376,,,
2006-07-26,NE,164,4.071,33.622,,,
2006-07-26,N,82,2.074,16.441,,,
2006-07-26,SIN,1.179,28.836,234.772,,,
2006-07-27,SE/CO,734,18.653,146.068,,,
2006-07-27,S,201,4.973,39.577,,,
2006-07-27,NE,164,4.234,33.785,,,
2006-07-27,N,82,2.156,16.523,,,
2006-07-27,SIN,1.181,30.018,235.953,,,
2006-07-28,SE/CO,744,19.397,146.811,,,
2006-07-28,S,200,5.173,39.777,,,
2006-07-28,NE,165,4.399,33.950,,,
2006-07-28,N,81,2.238,16.604,,,
2006-07-28,SIN,1.189,31.207,237.143,,,
2006-07-29,SE/CO,678,20.075,147.490,,,
2006-07-29,S,167,5.340,39.944,,,
2006-07-29,NE,159,4.558,34.109,,,
2006-07-29,N,78,2.316,16.683,,,
2006-07-29,SIN,1.083,32.289,238.225,,,
2006-07-30,SE/CO,590,20.665,148.080,,,
2006-07-30,S,137,5.477,40.081,,,
2006-07-30,NE,146,4.703,34.254,,,
2006-07-30,N,76,2.392,16.758,,,
2006-07-30,SIN,948,33.238,239.173,,,
2006-07-31,SE/CO,693,21.358,148.773,,,
2006-07-31,S,185,5.663,40.266,,,
2006-07-31,NE,166,4.869,34.420,,,
2006-07-31,N,81,2.473,16.840,,,
2006-07-31,SIN,1.126,34.363,240.299,,,
2006-08-01,SE/CO,714,714,149.487,,,
2006-08-01,S,194,194,40.461,,,
2006-08-01,NE,169,169,34.589,,,
2006-08-01,N,83,83,16.923,,,
2006-08-01,SIN,1.160,1.160,241.459,,,
2006-08-02,SE/CO,720,1.434,150.207,,,
2006-08-02,S,196,390,40.657,,,
2006-08-02,NE,168,337,34.757,,,
2006-08-02,N,83,166,17.005,,,
2006-08-02,SIN,1.167,2.326,242.626,,,
2006-08-03,SE/CO,721,2.155,150.928,,,
2006-08-03,S,197,587,40.854,,,
2006-08-03,NE,167,504,34.924,,,
2006-08-03,N,82,248,17.087,,,
2006-08-03,SIN,1.168,3.494,243.793,,,
2006-08-04,SE/CO,725,2.880,151.652,,,
2006-08-04,S,198,785,41.052,,,
2006-08-04,NE,166,671,35.091,,,
2006-08-04,N,84,332,17.171,,,
2006-08-04,SIN,1.173,4.667,244.966,,,
2006-08-05,SE/CO,670,3.550,152.322,,,
2006-08-05,S,175,960,41.227,,,
2006-08-05,NE,158,828,35.248,,,
2006-08-05,N,80,411,17.251,,,
2006-08-05,SIN,1.083,5.750,246.049,,,
2006-08-06,SE/CO,597,4.146,152.919,,,
2006-08-06,S,147,1.107,41.374,,,
2006-08-06,NE,144,972,35.392,,,
2006-08-06,N,77,489,17.328,,,
2006-08-06,SIN,965,6.714,247.014,,,
2006-08-07,SE/CO,718,4.864,153.637,,,
2006-08-07,S,193,1.300,41.567,,,
2006-08-07,NE,162,1.135,35.555,,,
2006-08-07,N,83,572,17.411,,,
2006-08-07,SIN,1.157,7.871,248.170,,,
2006-08-08,SE/CO,742,5.606,154.379,,,
2006-08-08,S,200,1.501,41.767,,,
2006-08-08,NE,166,1.300,35.720,,,
2006-08-08,N,84,656,17.496,,,
2006-08-08,SIN,1.192,9.063,249.362,,,
2006-08-09,SE/CO,742,6.349,155.121,,,
2006-08-09,S,202,1.702,41.969,,,
2006-08-09,NE,166,1.467,35.887,,,
2006-08-09,N,83,740,17.579,,,
2006-08-09,SIN,1.194,10.257,250.556,,,
2006-08-10,SE/CO,755,7.104,155.877,,,
2006-08-10,S,199,1.902,42.168,,,
2006-08-10,NE,168,1.634,36.054,,,
2006-08-10,N,84,824,17.664,,,
2006-08-10,SIN,1.207,11.464,251.763,,,
2006-08-11,SE/CO,758,7.862,156.635,,,
2006-08-11,S,200,2.102,42.368,,,
2006-08-11,NE,167,1.801,36.221,,,
2006-08-11,N,84,908,17.747,,,
2006-08-11,SIN,1.209,12.673,252.972,,,
2006-08-12,SE/CO,692,8.554,157.326,,,
2006-08-12,S,178,2.279,42.546,,,
2006-08-12,NE,159,1.960,36.380,,,
2006-08-12,N,81,988,17.828,,,
2006-08-12,SIN,1.109,13.782,254.081,,,
2006-08-13,SE/CO,611,9.164,157.937,,,
2006-08-13,S,147,2.426,42.693,,,
2006-08-13,NE,143,2.104,36.524,,,
2006-08-13,N,77,1.065,17.905,,,
2006-08-13,SIN,977,14.759,255.058,,,
2006-08-14,SE/CO,739,9.903,158.676,,,
2006-08-14,S,197,2.623,42.891,,,
2006-08-14,NE,162,2.266,36.685,,,
2006-08-14,N,84,1.149,17.989,,,
2006-08-14,SIN,1.182,15.942,256.241,,,
2006-08-15,SE/CO,759,10.662,159.435,,,
2006-08-15,S,201,2.825,43.092,,,
2006-08-15,NE,165,2.430,36.850,,,
2006-08-15,N,82,1.231,18.071,,,
2006-08-15,SIN,1.207,17.149,257.448,,,
2006-08-16,SE/CO,775,11.438,160.210,,,
2006-08-16,S,201,3.026,43.293,,,
2006-08-16,NE,167,2.598,37.017,,,
2006-08-16,N,85,1.316,18.156,,,
2006-08-16,SIN,1.229,18.378,258.677,,,
2006-08-17,SE/CO,768,12.206,160.979,,,
2006-08-17,S,197,3.223,43.490,,,
2006-08-17,NE,166,2.764,37.183,,,
2006-08-17,N,84,1.400,18.240,,,
2006-08-17,SIN,1.216,19.593,259.892,,,
2006-08-18,SE/CO,759,12.965,161.738,,,
2006-08-18,S,197,3.420,43.687,,,
2006-08-18,NE,165,2.929,37.349,,,
2006-08-18,N,84,1.484,18.324,,,
2006-08-18,SIN,1.205,20.798,261.097,,,
2006-08-19,SE/CO,694,13.659,162.432,,,
2006-08-19,S,168,3.587,43.855,,,
2006-08-19,NE,159,3.088,37.508,,,
2006-08-19,N,79,1.563,18.403,,,
2006-08-19,SIN,1.100,21.898,262.197,,,
2006-08-20,SE/CO,607,14.267,163.039,,,
2006-08-20,S,138,3.725,43.993,,,
2006-08-20,NE,147,3.235,37.655,,,
2006-08-20,N,78,1.641,18.481,,,
2006-08-20,SIN,970,22.868,263.167,,,
2006-08-21,SE/CO,705,14.971,163.744,,,
2006-08-21,S,184,3.910,44.177,,,
2006-08-21,NE,168,3.403,37.822,,,
2006-08-21,N,85,1.725,18.565,,,
2006-08-21,SIN,1.142,24.010,264.309,,,
2006-08-22,SE/CO,717,15.688,164.461,,,
2006-08-22,S,190,4.100,44.367,,,
2006-08-22,NE,172,3.575,37.994,,,
2006-08-22,N,84,1.810,18.649,,,
2006-08-22,SIN,1.163,25.173,265.472,,,
2006-08-23,SE/CO,725,16.414,165.186,,,
2006-08-23,S,192,4.291,44.559,,,
2006-08-23,NE,173,3.748,38.167,,,
2006-08-23,N,84,1.894,18.734,,,
2006-08-23,SIN,1.174,26.347,266.646,,,
2006-08-24,SE/CO,733,17.146,165.919,,,
2006-08-24,S,193,4.484,44.752,,,
2006-08-24,NE,172,3.920,38.339,,,
2006-08-24,N,84,1.978,18.818,,,
2006-08-24,SIN,1.182,27.529,267.828,,,
2006-08-25,SE/CO,744,17.891,166.663,,,
2006-08-25,S,194,4.679,44.946,,,
2006-08-25,NE,171,4.091,38.510,,,
2006-08-25,N,84,2.063,18.902,,,
2006-08-25,SIN,1.194,28.723,269.022,,,
2006-08-26,SE/CO,688,18.578,167.351,,,
2006-08-26,S,171,4.850,45.117,,,
2006-08-26,NE,160,4.251,38.670,,,
2006-08-26,N,81,2.143,18.983,,,
2006-08-26,SIN,1.099,29.822,270.121,,,
2006-08-27,SE/CO,612,19.190,167.963,,,
2006-08-27,S,141,4.990,45.258,,,
2006-08-27,NE,148,4.398,38.818,,,
2006-08-27,N,78,2.221,19.061,,,
2006-08-27,SIN,979,30.800,271.099,,,
2006-08-28,SE/CO,722,19.912,168.685,,,
2006-08-28,S,185,5.176,45.443,,,
2006-08-28,NE,168,4.567,38.986,,,
2006-08-28,N,84,2.305,19.145,,,
2006-08-28,SIN,1.160,31.961,272.260,,,
2006-08-29,SE/CO,724,20.637,169.409,,,
2006-08-29,S,191,5.367,45.635,,,
2006-08-29,NE,172,4.739,39.158,,,
2006-08-29,N,84,2.390,19.230,,,
2006-08-29,SIN,1.172,33.132,273.432,,,
2006-08-30,SE/CO,718,21.354,170.127,,,
2006-08-30,S,192,5.559,45.827,,,
2006-08-30,NE,173,4.912,39.331,,,
2006-08-30,N,84,2.474,19.314,,,
2006-08-30,SIN,1.167,34.299,274.599,,,
2006-08-31,SE/CO,724,22.078,170.851,,,
2006-08-31,S,196,5.755,46.022,,,
2006-08-31,NE,169,5.081,39.500,,,
2006-08-31,N,84,2.558,19.397,,,
2006-08-31,SIN,1.172,35.472,275.771,,,
2006-09-01,SE/CO,729,729,171.580,,,
2006-09-01,S,195,195,46.221,,,
2006-09-01,NE,168,168,39.668,,,
2006-09-01,N,82,82,19.479,,,
2006-09-01,SIN,1.174,1.174,276.949,,,
2006-09-02,SE/CO,674,1.403,172.254,,,
2006-09-02,S,165,360,46.386,,,
2006-09-02,NE,162,330,39.831,,,
2006-09-02,N,81,163,19.560,,,
2006-09-02,SIN,1.082,2.257,278.031,,,
2006-09-03,SE/CO,592,1.995,172.846,,,
2006-09-03,S,135,496,46.522,,,
2006-09-03,NE,153,483,39.983,,,
2006-09-03,N,79,242,19.639,,,
2006-09-03,SIN,959,3.215,278.990,,,
2006-09-04,SE/CO,688,2.683,173.534,,,
2006-09-04,S,181,676,46.702,,,
2006-09-04,NE,172,655,40.155,,,
2006-09-04,N,83,324,19.722,,,
2006-09-04,SIN,1.123,4.338,280.113,,,
2006-09-05,SE/CO,691,3.369,174.220,,,
2006-09-05,S,189,865,46.891,,,
2006-09-05,NE,177,832,40.332,,,
2006-09-05,N,83,408,19.805,,,
2006-09-05,SIN,1.141,5.474,281.249,,,
2006-09-06,SE/CO,695,4.064,174.915,,,
2006-09-06,S,190,1.055,47.081,,,
2006-09-06,NE,174,1.006,40.507,,,
2006-09-06,N,84,491,19.889,,,
2006-09-06,SIN,1.143,6.617,282.391,,,
2006-09-07,SE/CO,623,4.687,175.537,,,
2006-09-07,S,157,1.213,47.239,,,
2006-09-07,NE,154,1.160,40.660,,,
2006-09-07,N,79,571,19.968,,,
2006-09-07,SIN,1.013,7.630,283.405,,,
2006-09-08,SE/CO,666,5.353,176.204,,,
2006-09-08,S,176,1.389,47.415,,,
2006-09-08,NE,165,1.325,40.825,,,
2006-09-08,N,81,652,20.049,,,
2006-09-08,SIN,1.088,8.719,284.493,,,
2006-09-09,SE/CO,636,5.988,176.839,,,
2006-09-09,S,162,1.551,47.577,,,
2006-09-09,NE,158,1.483,40.984,,,
2006-09-09,N,81,733,20.130,,,
2006-09-09,SIN,1.037,9.755,285.530,,,
2006-09-10,SE/CO,583,6.572,177.423,,,
2006-09-10,S,139,1.690,47.716,,,
2006-09-10,NE,148,1.631,41.131,,,
2006-09-10,N,78,811,20.208,,,
2006-09-10,SIN,948,10.703,286.478,,,
2006-09-11,SE/CO,712,7.284,178.135,,,
2006-09-11,S,191,1.880,47.906,,,
2006-09-11,NE,168,1.799,41.299,,,
2006-09-11,N,83,894,20.291,,,
2006-09-11,SIN,1.154,11.858,287.632,,,
2006-09-12,SE/CO,750,8.037,178.888,,,
2006-09-12,S,196,2.076,48.102,,,
2006-09-12,NE,171,1.971,41.471,,,
2006-09-12,N,83,977,20.375,,,
2006-09-12,SIN,1.200,13.060,288.835,,,
2006-09-13,SE/CO,764,8.801,179.652,,,
2006-09-13,S,200,2.276,48.302,,,
2006-09-13,NE,172,2.143,41.643,,,
2006-09-13,N,83,1.060,20.458,,,
2006-09-13,SIN,1.219,14.280,290.054,,,
2006-09-14,SE/CO,766,9.567,180.418,,,
2006-09-14,S,202,2.478,48.504,,,
2006-09-14,NE,171,2.314,41.814,,,
2006-09-14,N,83,1.143,20.540,,,
2006-09-14,SIN,1.222,15.502,291.277,,,
2006-09-15,SE/CO,774,10.341,181.192,,,
2006-09-15,S,202,2.681,48.707,,,
2006-09-15,NE,175,2.489,41.989,,,
2006-09-15,N,84,1.227,20.624,,,
2006-09-15,SIN,1.235,16.737,292.512,,,
2006-09-16,SE/CO,707,11.048,181.899,,,
2006-09-16,S,169,2.849,48.875,,,
2006-09-16,NE,166,2.654,42.155,,,
2006-09-16,N,81,1.308,20.706,,,
2006-09-16,SIN,1.123,17.860,293.635,,,
2006-09-17,SE/CO,616,11.664,182.515,,,
2006-09-17,S,140,2.989,49.015,,,
2006-09-17,NE,152,2.806,42.307,,,
2006-09-17,N,78,1.387,20.784,,,
2006-09-17,SIN,986,18.846,294.620,,,
2006-09-18,SE/CO,725,12.389,183.240,,,
2006-09-18,S,184,3.173,49.199,,,
2006-09-18,NE,173,2.979,42.480,,,
2006-09-18,N,84,1.471,20.868,,,
2006-09-18,SIN,1.166,20.012,295.787,,,
